id,user_id,current_streak,longest_streak,last_activity_date,created_at,updated_at
66,104,1,2,2026-06-09,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
67,105,8,8,2026-06-04,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
68,106,10,10,2026-06-17,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
69,107,5,5,2026-06-10,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
70,108,1,2,2026-06-08,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
71,109,2,5,2026-06-07,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
72,110,1,1,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
73,111,1,2,2026-06-11,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
74,112,5,5,2026-06-05,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
75,113,1,3,2026-06-10,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
76,114,1,5,2026-06-10,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
77,115,8,8,2026-05-27,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
78,116,1,2,2026-06-09,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
79,117,1,4,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
80,118,2,3,2026-06-09,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
81,119,1,5,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
82,120,1,4,2026-06-04,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
83,121,8,8,2026-06-15,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
84,122,2,4,2026-06-09,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
85,123,5,5,2026-06-07,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
86,124,5,5,2026-06-09,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
87,125,2,2,2026-06-01,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
88,126,10,10,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
89,127,7,7,2026-06-15,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
90,128,1,5,2026-06-08,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
91,129,9,9,2026-05-29,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
92,130,10,10,2026-06-15,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
93,131,2,3,2026-06-06,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
94,132,6,6,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
95,133,1,8,2026-06-09,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
96,134,1,8,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
97,135,1,4,2026-06-04,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
98,136,1,3,2026-06-03,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
99,137,1,5,2026-06-10,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
100,138,3,3,2026-06-05,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
101,139,1,7,2026-05-30,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
102,140,9,9,2026-06-19,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
103,141,9,9,2026-06-11,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
104,142,1,7,2026-05-24,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
105,143,1,3,2026-06-05,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
106,144,9,9,2026-06-10,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
107,145,9,9,2026-05-28,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
108,146,1,4,2026-06-11,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
109,147,1,8,2026-06-01,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
110,148,1,5,2026-06-02,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
111,149,5,5,2026-06-15,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
112,150,11,11,2026-05-21,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
113,151,2,4,2026-06-11,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
114,152,2,5,2026-06-09,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
115,153,1,3,2026-06-07,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
116,154,8,8,2026-05-30,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
117,155,5,5,2026-05-31,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
118,156,1,10,2026-06-09,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
119,157,5,5,2026-06-11,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
120,158,9,9,2026-06-14,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
121,159,7,7,2026-06-16,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
122,160,1,4,2026-06-08,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
123,161,1,10,2026-06-05,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
124,162,5,5,2026-06-09,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
125,163,1,5,2026-06-05,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
126,164,1,7,2026-06-08,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
127,165,1,5,2026-06-08,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
128,166,1,2,2026-06-08,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
129,167,1,1,2026-06-09,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
130,168,10,10,2026-05-23,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
131,169,1,5,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
132,170,1,6,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
133,171,9,9,2026-05-21,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
134,172,1,4,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
135,173,1,2,2026-06-11,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
136,174,2,7,2026-06-10,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
137,175,1,8,2026-06-01,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
138,176,1,4,2026-06-08,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
139,177,9,9,2026-06-17,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
140,178,1,9,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
141,179,1,9,2026-06-09,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
142,180,1,2,2026-06-07,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
143,181,1,9,2026-06-07,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
144,182,9,9,2026-06-10,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
145,183,10,10,2026-06-01,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
146,184,1,2,2026-06-07,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
147,185,5,5,2026-06-03,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
148,186,8,8,2026-05-30,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
149,187,10,10,2026-05-25,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
150,188,2,4,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
151,189,1,9,2026-06-03,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
152,190,3,3,2026-06-13,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
153,191,1,5,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
154,192,1,8,2026-06-08,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
155,193,5,5,2026-06-01,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
156,194,8,8,2026-06-04,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
157,195,9,9,2026-06-15,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
158,196,4,4,2026-06-07,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
159,197,1,9,2026-06-02,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
160,198,9,9,2026-06-07,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
161,199,1,4,2026-06-08,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
162,200,1,2,2026-06-11,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
163,201,2,3,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
164,205,1,3,2026-06-10,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
165,206,8,8,2026-06-01,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
166,207,5,5,2026-06-13,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
167,208,5,5,2026-06-15,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
168,209,1,3,2026-06-10,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
169,210,1,4,2026-06-10,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
170,211,1,3,2026-06-08,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
171,212,10,10,2026-06-05,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
172,213,4,4,2026-06-07,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
173,214,1,5,2026-05-30,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
174,215,2,5,2026-06-10,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
175,216,1,10,2026-06-06,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
176,217,1,4,2026-06-08,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
177,218,1,7,2026-06-02,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
178,219,1,4,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
179,220,3,3,2026-06-10,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
180,221,1,2,2026-06-06,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
181,222,1,7,2026-05-30,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
182,223,3,3,2026-06-06,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
183,224,2,4,2026-06-11,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
184,225,1,8,2026-06-09,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
185,226,1,8,2026-06-11,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
186,227,5,5,2026-06-15,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
187,228,1,10,2026-06-01,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
188,229,5,5,2026-06-14,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
189,230,1,5,2026-06-07,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
190,231,1,2,2026-06-10,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
191,232,1,1,2026-06-05,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
192,233,9,9,2026-06-01,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
193,234,2,3,2026-05-16,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
194,235,1,4,2026-06-07,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
195,236,1,3,2026-05-31,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
196,237,9,9,2026-06-17,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
197,238,1,9,2026-06-05,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
198,239,1,2,2026-06-10,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
199,240,1,10,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
200,241,3,3,2026-06-06,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
201,242,1,5,2026-06-10,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
202,243,2,4,2026-05-24,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
203,244,1,4,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
204,245,1,4,2026-06-04,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
205,246,9,9,2026-05-29,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
206,247,1,1,2026-06-10,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
207,248,1,3,2026-06-06,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
208,249,8,8,2026-06-14,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
209,250,9,9,2026-05-25,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
210,251,4,4,2026-06-09,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
211,252,10,10,2026-06-07,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
212,253,1,4,2026-06-11,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
213,254,10,10,2026-05-19,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
214,255,1,5,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
215,256,1,4,2026-06-11,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
216,257,2,2,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
217,258,9,9,2026-05-22,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
218,259,1,5,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
219,260,1,3,2026-06-06,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
220,261,1,9,2026-06-08,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
221,262,1,10,2026-06-07,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
222,263,4,4,2026-06-04,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
223,264,9,9,2026-06-11,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
224,265,9,9,2026-06-17,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
225,266,10,10,2026-06-16,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
226,267,1,5,2026-06-06,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
227,268,2,4,2026-05-26,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
228,269,1,4,2026-06-10,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
229,270,1,5,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
230,271,2,2,2026-06-10,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
231,272,5,5,2026-06-11,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
232,273,1,3,2026-06-10,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
233,274,1,4,2026-06-09,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
234,275,1,7,2026-06-05,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
235,276,9,9,2026-05-29,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
236,277,1,4,2026-06-10,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
237,278,1,3,2026-06-12,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
238,279,1,6,2026-06-11,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
239,280,10,10,2026-06-08,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
240,281,1,6,2026-06-11,"""2026-06-12T12:00:00.000Z""","""2026-06-12T12:00:00.000Z"""
