question_id,image_required,source,template,file,status
230,True,code_questions_approved,code_block_bw,q_00230_code_bw.png,included_approved_code
231,True,code_questions_approved,code_block_bw,q_00231_code_bw.png,included_approved_code
232,True,code_questions_approved,code_block_bw,q_00232_code_bw.png,included_approved_code
233,True,code_questions_approved,code_block_bw,q_00233_code_bw.png,included_approved_code
234,True,code_questions_approved,code_block_bw,q_00234_code_bw.png,included_approved_code
235,True,code_questions_approved,code_block_bw,q_00235_code_bw.png,included_approved_code
236,True,code_questions_approved,code_block_bw,q_00236_code_bw.png,included_approved_code
237,True,code_questions_approved,code_block_bw,q_00237_code_bw.png,included_approved_code
238,True,code_questions_approved,code_block_bw,q_00238_code_bw.png,included_approved_code
239,True,code_questions_approved,code_block_bw,q_00239_code_bw.png,included_approved_code
240,True,code_questions_approved,code_block_bw,q_00240_code_bw.png,included_approved_code
241,True,code_questions_approved,code_block_bw,q_00241_code_bw.png,included_approved_code
242,True,code_questions_approved,code_block_bw,q_00242_code_bw.png,included_approved_code
243,True,code_questions_approved,code_block_bw,q_00243_code_bw.png,included_approved_code
244,True,code_questions_approved,code_block_bw,q_00244_code_bw.png,included_approved_code
245,True,code_questions_approved,code_block_bw,q_00245_code_bw.png,included_approved_code
246,True,code_questions_approved,code_block_bw,q_00246_code_bw.png,included_approved_code
247,True,code_questions_approved,code_block_bw,q_00247_code_bw.png,included_approved_code
248,True,code_questions_approved,code_block_bw,q_00248_code_bw.png,included_approved_code
249,True,code_questions_approved,code_block_bw,q_00249_code_bw.png,included_approved_code
250,True,code_questions_approved,code_block_bw,q_00250_code_bw.png,included_approved_code
251,True,code_questions_approved,code_block_bw,q_00251_code_bw.png,included_approved_code
252,True,code_questions_approved,code_block_bw,q_00252_code_bw.png,included_approved_code
253,True,code_questions_approved,code_block_bw,q_00253_code_bw.png,included_approved_code
254,True,code_questions_approved,code_block_bw,q_00254_code_bw.png,included_approved_code
255,True,code_questions_approved,code_block_bw,q_00255_code_bw.png,included_approved_code
256,True,code_questions_approved,code_block_bw,q_00256_code_bw.png,included_approved_code
293,True,physics_engineering_science,projectile_range,q_00293_visual_bw.png,included_existing_specific
294,True,physics_engineering_science,projectile_range,q_00294_visual_bw.png,included_existing_specific
295,True,physics_engineering_science,projectile_range,q_00295_visual_bw.png,included_existing_specific
296,True,physics_engineering_science,projectile_range,q_00296_visual_bw.png,included_existing_specific
418,True,code_questions_approved,code_block_bw,q_00418_code_bw.png,included_approved_code
422,True,code_questions_approved,code_block_bw,q_00422_code_bw.png,included_approved_code
426,True,code_questions_approved,code_block_bw,q_00426_code_bw.png,included_approved_code
430,True,code_questions_approved,code_block_bw,q_00430_code_bw.png,included_approved_code
434,True,code_questions_approved,code_block_bw,q_00434_code_bw.png,included_approved_code
438,True,code_questions_approved,code_block_bw,q_00438_code_bw.png,included_approved_code
442,True,code_questions_approved,code_block_bw,q_00442_code_bw.png,included_approved_code
446,True,code_questions_approved,code_block_bw,q_00446_code_bw.png,included_approved_code
546,True,code_questions_approved,code_block_bw,q_00546_code_bw.png,included_approved_code
547,True,code_questions_approved,code_block_bw,q_00547_code_bw.png,included_approved_code
548,True,code_questions_approved,code_block_bw,q_00548_code_bw.png,included_approved_code
550,True,code_questions_approved,code_block_bw,q_00550_code_bw.png,included_approved_code
551,True,code_questions_approved,code_block_bw,q_00551_code_bw.png,included_approved_code
552,True,code_questions_approved,code_block_bw,q_00552_code_bw.png,included_approved_code
554,True,code_questions_approved,code_block_bw,q_00554_code_bw.png,included_approved_code
555,True,code_questions_approved,code_block_bw,q_00555_code_bw.png,included_approved_code
556,True,code_questions_approved,code_block_bw,q_00556_code_bw.png,included_approved_code
558,True,code_questions_approved,code_block_bw,q_00558_code_bw.png,included_approved_code
559,True,code_questions_approved,code_block_bw,q_00559_code_bw.png,included_approved_code
560,True,code_questions_approved,code_block_bw,q_00560_code_bw.png,included_approved_code
562,True,code_questions_approved,code_block_bw,q_00562_code_bw.png,included_approved_code
563,True,code_questions_approved,code_block_bw,q_00563_code_bw.png,included_approved_code
564,True,code_questions_approved,code_block_bw,q_00564_code_bw.png,included_approved_code
566,True,code_questions_approved,code_block_bw,q_00566_code_bw.png,included_approved_code
567,True,code_questions_approved,code_block_bw,q_00567_code_bw.png,included_approved_code
568,True,code_questions_approved,code_block_bw,q_00568_code_bw.png,included_approved_code
570,True,code_questions_approved,code_block_bw,q_00570_code_bw.png,included_approved_code
571,True,code_questions_approved,code_block_bw,q_00571_code_bw.png,included_approved_code
572,True,code_questions_approved,code_block_bw,q_00572_code_bw.png,included_approved_code
574,True,code_questions_approved,code_block_bw,q_00574_code_bw.png,included_approved_code
575,True,code_questions_approved,code_block_bw,q_00575_code_bw.png,included_approved_code
576,True,code_questions_approved,code_block_bw,q_00576_code_bw.png,included_approved_code
578,True,code_questions_approved,code_block_bw,q_00578_code_bw.png,included_approved_code
579,True,code_questions_approved,code_block_bw,q_00579_code_bw.png,included_approved_code
580,True,code_questions_approved,code_block_bw,q_00580_code_bw.png,included_approved_code
582,True,code_questions_approved,code_block_bw,q_00582_code_bw.png,included_approved_code
583,True,code_questions_approved,code_block_bw,q_00583_code_bw.png,included_approved_code
584,True,code_questions_approved,code_block_bw,q_00584_code_bw.png,included_approved_code
586,True,code_questions_approved,code_block_bw,q_00586_code_bw.png,included_approved_code
587,True,code_questions_approved,code_block_bw,q_00587_code_bw.png,included_approved_code
588,True,code_questions_approved,code_block_bw,q_00588_code_bw.png,included_approved_code
590,True,code_questions_approved,code_block_bw,q_00590_code_bw.png,included_approved_code
591,True,code_questions_approved,code_block_bw,q_00591_code_bw.png,included_approved_code
592,True,code_questions_approved,code_block_bw,q_00592_code_bw.png,included_approved_code
594,True,code_questions_approved,code_block_bw,q_00594_code_bw.png,included_approved_code
595,True,code_questions_approved,code_block_bw,q_00595_code_bw.png,included_approved_code
598,True,code_questions_approved,code_block_bw,q_00598_code_bw.png,included_approved_code
599,True,code_questions_approved,code_block_bw,q_00599_code_bw.png,included_approved_code
602,True,code_questions_approved,code_block_bw,q_00602_code_bw.png,included_approved_code
603,True,code_questions_approved,code_block_bw,q_00603_code_bw.png,included_approved_code
606,True,code_questions_approved,code_block_bw,q_00606_code_bw.png,included_approved_code
607,True,code_questions_approved,code_block_bw,q_00607_code_bw.png,included_approved_code
610,True,code_questions_approved,code_block_bw,q_00610_code_bw.png,included_approved_code
611,True,code_questions_approved,code_block_bw,q_00611_code_bw.png,included_approved_code
614,True,code_questions_approved,code_block_bw,q_00614_code_bw.png,included_approved_code
615,True,code_questions_approved,code_block_bw,q_00615_code_bw.png,included_approved_code
618,True,code_questions_approved,code_block_bw,q_00618_code_bw.png,included_approved_code
619,True,code_questions_approved,code_block_bw,q_00619_code_bw.png,included_approved_code
622,True,code_questions_approved,code_block_bw,q_00622_code_bw.png,included_approved_code
623,True,code_questions_approved,code_block_bw,q_00623_code_bw.png,included_approved_code
627,True,code_questions_approved,code_block_bw,q_00627_code_bw.png,included_approved_code
631,True,code_questions_approved,code_block_bw,q_00631_code_bw.png,included_approved_code
635,True,code_questions_approved,code_block_bw,q_00635_code_bw.png,included_approved_code
639,True,code_questions_approved,code_block_bw,q_00639_code_bw.png,included_approved_code
643,True,code_questions_approved,code_block_bw,q_00643_code_bw.png,included_approved_code
647,True,code_questions_approved,code_block_bw,q_00647_code_bw.png,included_approved_code
651,True,code_questions_approved,code_block_bw,q_00651_code_bw.png,included_approved_code
655,True,code_questions_approved,code_block_bw,q_00655_code_bw.png,included_approved_code
1017,True,code_questions_approved,code_block_bw,q_01017_code_bw.png,included_approved_code
1018,True,code_questions_approved,code_block_bw,q_01018_code_bw.png,included_approved_code
1019,True,code_questions_approved,code_block_bw,q_01019_code_bw.png,included_approved_code
1020,True,code_questions_approved,code_block_bw,q_01020_code_bw.png,included_approved_code
1021,True,code_questions_approved,code_block_bw,q_01021_code_bw.png,included_approved_code
1022,True,code_questions_approved,code_block_bw,q_01022_code_bw.png,included_approved_code
1023,True,code_questions_approved,code_block_bw,q_01023_code_bw.png,included_approved_code
1024,True,code_questions_approved,code_block_bw,q_01024_code_bw.png,included_approved_code
1025,True,code_questions_approved,code_block_bw,q_01025_code_bw.png,included_approved_code
1026,True,code_questions_approved,code_block_bw,q_01026_code_bw.png,included_approved_code
1027,True,code_questions_approved,code_block_bw,q_01027_code_bw.png,included_approved_code
1028,True,code_questions_approved,code_block_bw,q_01028_code_bw.png,included_approved_code
1029,True,code_questions_approved,code_block_bw,q_01029_code_bw.png,included_approved_code
1030,True,code_questions_approved,code_block_bw,q_01030_code_bw.png,included_approved_code
1031,True,code_questions_approved,code_block_bw,q_01031_code_bw.png,included_approved_code
1032,True,code_questions_approved,code_block_bw,q_01032_code_bw.png,included_approved_code
1033,True,code_questions_approved,code_block_bw,q_01033_code_bw.png,included_approved_code
1035,True,code_questions_approved,code_block_bw,q_01035_code_bw.png,included_approved_code
1037,True,code_questions_approved,code_block_bw,q_01037_code_bw.png,included_approved_code
1039,True,code_questions_approved,code_block_bw,q_01039_code_bw.png,included_approved_code
1282,True,physics_engineering_science,beam_reaction,q_01282_visual_bw.png,included_existing_specific
1283,True,physics_engineering_science,beam_reaction,q_01283_visual_bw.png,included_existing_specific
1306,True,code_questions_approved,code_block_bw,q_01306_code_bw.png,included_approved_code
1307,True,code_questions_approved,code_block_bw,q_01307_code_bw.png,included_approved_code
1309,True,code_questions_approved,code_block_bw,q_01309_code_bw.png,included_approved_code
1310,True,code_questions_approved,code_block_bw,q_01310_code_bw.png,included_approved_code
1312,True,code_questions_approved,code_block_bw,q_01312_code_bw.png,included_approved_code
1313,True,code_questions_approved,code_block_bw,q_01313_code_bw.png,included_approved_code
1315,True,code_questions_approved,code_block_bw,q_01315_code_bw.png,included_approved_code
1316,True,code_questions_approved,code_block_bw,q_01316_code_bw.png,included_approved_code
1318,True,code_questions_approved,code_block_bw,q_01318_code_bw.png,included_approved_code
1319,True,code_questions_approved,code_block_bw,q_01319_code_bw.png,included_approved_code
1321,True,code_questions_approved,code_block_bw,q_01321_code_bw.png,included_approved_code
1322,True,code_questions_approved,code_block_bw,q_01322_code_bw.png,included_approved_code
1324,True,code_questions_approved,code_block_bw,q_01324_code_bw.png,included_approved_code
1325,True,code_questions_approved,code_block_bw,q_01325_code_bw.png,included_approved_code
1327,True,code_questions_approved,code_block_bw,q_01327_code_bw.png,included_approved_code
1328,True,code_questions_approved,code_block_bw,q_01328_code_bw.png,included_approved_code
1387,True,physics_engineering_science,thermal_expansion,q_01387_visual_bw.png,included_existing_specific
1476,True,physics_engineering_science,projectile_range,q_01476_visual_bw.png,included_existing_specific
1477,True,physics_engineering_science,projectile_range,q_01477_visual_bw.png,included_existing_specific
1478,True,physics_engineering_science,projectile_range,q_01478_visual_bw.png,included_existing_specific
1543,True,physics_engineering_science,survey_leveling,q_01543_visual_bw.png,included_existing_specific
1546,True,physics_engineering_science,survey_leveling,q_01546_visual_bw.png,included_existing_specific
1549,True,physics_engineering_science,survey_leveling,q_01549_visual_bw.png,included_existing_specific
1552,True,physics_engineering_science,survey_leveling,q_01552_visual_bw.png,included_existing_specific
1555,True,physics_engineering_science,survey_leveling,q_01555_visual_bw.png,included_existing_specific
1558,True,physics_engineering_science,survey_leveling,q_01558_visual_bw.png,included_existing_specific
1807,True,physics_engineering_science,survey_leveling,q_01807_visual_bw.png,included_existing_specific
1810,True,physics_engineering_science,survey_leveling,q_01810_visual_bw.png,included_existing_specific
1813,True,physics_engineering_science,survey_leveling,q_01813_visual_bw.png,included_existing_specific
1816,True,physics_engineering_science,survey_leveling,q_01816_visual_bw.png,included_existing_specific
1819,True,physics_engineering_science,survey_leveling,q_01819_visual_bw.png,included_existing_specific
1822,True,physics_engineering_science,survey_leveling,q_01822_visual_bw.png,included_existing_specific
1858,True,physics_engineering_science,soil_effective_stress,q_01858_visual_bw.png,included_existing_specific
1882,True,physics_engineering_science,beam_reaction,q_01882_visual_bw.png,included_existing_specific
1883,True,physics_engineering_science,beam_reaction,q_01883_visual_bw.png,included_existing_specific
1894,True,physics_engineering_science,beam_reaction,q_01894_visual_bw.png,included_existing_specific
1895,True,physics_engineering_science,beam_reaction,q_01895_visual_bw.png,included_existing_specific
1897,True,physics_engineering_science,beam_reaction,q_01897_visual_bw.png,included_existing_specific
1898,True,physics_engineering_science,beam_reaction,q_01898_visual_bw.png,included_existing_specific
2185,True,physics_engineering_science,beam_reaction,q_02185_visual_bw.png,included_existing_specific
2189,True,physics_engineering_science,beam_reaction,q_02189_visual_bw.png,included_existing_specific
2195,True,physics_engineering_science,beam_reaction,q_02195_visual_bw.png,included_existing_specific
2196,True,physics_engineering_science,beam_reaction,q_02196_visual_bw.png,included_existing_specific
2197,True,physics_engineering_science,beam_reaction,q_02197_visual_bw.png,included_existing_specific
2201,True,physics_engineering_science,beam_reaction,q_02201_visual_bw.png,included_existing_specific
2207,True,physics_engineering_science,beam_reaction,q_02207_visual_bw.png,included_existing_specific
2208,True,physics_engineering_science,beam_reaction,q_02208_visual_bw.png,included_existing_specific
2377,True,physics_engineering_science,sdof,q_02377_visual_bw.png,included_existing_specific
2378,True,physics_engineering_science,sdof,q_02378_visual_bw.png,included_existing_specific
2379,True,physics_engineering_science,sdof,q_02379_visual_bw.png,included_existing_specific
2380,True,physics_engineering_science,sdof,q_02380_visual_bw.png,included_existing_specific
2381,True,physics_engineering_science,sdof,q_02381_visual_bw.png,included_existing_specific
2382,True,physics_engineering_science,sdof,q_02382_visual_bw.png,included_existing_specific
2383,True,physics_engineering_science,sdof,q_02383_visual_bw.png,included_existing_specific
2384,True,physics_engineering_science,sdof,q_02384_visual_bw.png,included_existing_specific
2385,True,physics_engineering_science,sdof,q_02385_visual_bw.png,included_existing_specific
2386,True,physics_engineering_science,sdof,q_02386_visual_bw.png,included_existing_specific
2387,True,physics_engineering_science,sdof,q_02387_visual_bw.png,included_existing_specific
2388,True,physics_engineering_science,sdof,q_02388_visual_bw.png,included_existing_specific
2389,True,physics_engineering_science,sdof,q_02389_visual_bw.png,included_existing_specific
2390,True,physics_engineering_science,sdof,q_02390_visual_bw.png,included_existing_specific
2391,True,physics_engineering_science,sdof,q_02391_visual_bw.png,included_existing_specific
2392,True,physics_engineering_science,sdof,q_02392_visual_bw.png,included_existing_specific
2393,True,physics_engineering_science,sdof,q_02393_visual_bw.png,included_existing_specific
2394,True,physics_engineering_science,sdof,q_02394_visual_bw.png,included_existing_specific
2395,True,physics_engineering_science,sdof,q_02395_visual_bw.png,included_existing_specific
2396,True,physics_engineering_science,sdof,q_02396_visual_bw.png,included_existing_specific
2397,True,physics_engineering_science,sdof,q_02397_visual_bw.png,included_existing_specific
2398,True,physics_engineering_science,sdof,q_02398_visual_bw.png,included_existing_specific
2399,True,physics_engineering_science,sdof,q_02399_visual_bw.png,included_existing_specific
2400,True,physics_engineering_science,sdof,q_02400_visual_bw.png,included_existing_specific
2441,True,physics_engineering_science,sdof,q_02441_visual_bw.png,included_existing_specific
2442,True,physics_engineering_science,sdof,q_02442_visual_bw.png,included_existing_specific
2443,True,physics_engineering_science,sdof,q_02443_visual_bw.png,included_existing_specific
2444,True,physics_engineering_science,sdof,q_02444_visual_bw.png,included_existing_specific
2445,True,physics_engineering_science,sdof,q_02445_visual_bw.png,included_existing_specific
2446,True,physics_engineering_science,sdof,q_02446_visual_bw.png,included_existing_specific
2447,True,physics_engineering_science,sdof,q_02447_visual_bw.png,included_existing_specific
2448,True,physics_engineering_science,sdof,q_02448_visual_bw.png,included_existing_specific
2449,True,physics_engineering_science,sdof,q_02449_visual_bw.png,included_existing_specific
2450,True,physics_engineering_science,sdof,q_02450_visual_bw.png,included_existing_specific
2451,True,physics_engineering_science,sdof,q_02451_visual_bw.png,included_existing_specific
2452,True,physics_engineering_science,sdof,q_02452_visual_bw.png,included_existing_specific
2453,True,physics_engineering_science,sdof,q_02453_visual_bw.png,included_existing_specific
2454,True,physics_engineering_science,sdof,q_02454_visual_bw.png,included_existing_specific
2455,True,physics_engineering_science,sdof,q_02455_visual_bw.png,included_existing_specific
2456,True,physics_engineering_science,sdof,q_02456_visual_bw.png,included_existing_specific
2457,True,physics_engineering_science,sdof,q_02457_visual_bw.png,included_existing_specific
2458,True,physics_engineering_science,sdof,q_02458_visual_bw.png,included_existing_specific
2459,True,physics_engineering_science,sdof,q_02459_visual_bw.png,included_existing_specific
2460,True,physics_engineering_science,sdof,q_02460_visual_bw.png,included_existing_specific
2461,True,physics_engineering_science,sdof,q_02461_visual_bw.png,included_existing_specific
2462,True,physics_engineering_science,sdof,q_02462_visual_bw.png,included_existing_specific
2463,True,physics_engineering_science,sdof,q_02463_visual_bw.png,included_existing_specific
2464,True,physics_engineering_science,sdof,q_02464_visual_bw.png,included_existing_specific
2753,True,code_questions_approved,code_block_bw,q_02753_code_bw.png,included_approved_code
2754,True,code_questions_approved,code_block_bw,q_02754_code_bw.png,included_approved_code
2755,True,code_questions_approved,code_block_bw,q_02755_code_bw.png,included_approved_code
2756,True,code_questions_approved,code_block_bw,q_02756_code_bw.png,included_approved_code
2757,True,code_questions_approved,code_block_bw,q_02757_code_bw.png,included_approved_code
2758,True,code_questions_approved,code_block_bw,q_02758_code_bw.png,included_approved_code
2759,True,code_questions_approved,code_block_bw,q_02759_code_bw.png,included_approved_code
2760,True,code_questions_approved,code_block_bw,q_02760_code_bw.png,included_approved_code
2761,True,code_questions_approved,code_block_bw,q_02761_code_bw.png,included_approved_code
2762,True,code_questions_approved,code_block_bw,q_02762_code_bw.png,included_approved_code
2763,True,code_questions_approved,code_block_bw,q_02763_code_bw.png,included_approved_code
2764,True,code_questions_approved,code_block_bw,q_02764_code_bw.png,included_approved_code
2765,True,code_questions_approved,code_block_bw,q_02765_code_bw.png,included_approved_code
2766,True,code_questions_approved,code_block_bw,q_02766_code_bw.png,included_approved_code
2767,True,code_questions_approved,code_block_bw,q_02767_code_bw.png,included_approved_code
2768,True,code_questions_approved,code_block_bw,q_02768_code_bw.png,included_approved_code
2769,True,code_questions_approved,code_block_bw,q_02769_code_bw.png,included_approved_code
2770,True,code_questions_approved,code_block_bw,q_02770_code_bw.png,included_approved_code
2771,True,code_questions_approved,code_block_bw,q_02771_code_bw.png,included_approved_code
2772,True,code_questions_approved,code_block_bw,q_02772_code_bw.png,included_approved_code
2773,True,code_questions_approved,code_block_bw,q_02773_code_bw.png,included_approved_code
2774,True,code_questions_approved,code_block_bw,q_02774_code_bw.png,included_approved_code
2775,True,code_questions_approved,code_block_bw,q_02775_code_bw.png,included_approved_code
2776,True,code_questions_approved,code_block_bw,q_02776_code_bw.png,included_approved_code
2777,True,code_questions_approved,code_block_bw,q_02777_code_bw.png,included_approved_code
2778,True,code_questions_approved,code_block_bw,q_02778_code_bw.png,included_approved_code
2779,True,code_questions_approved,code_block_bw,q_02779_code_bw.png,included_approved_code
2780,True,code_questions_approved,code_block_bw,q_02780_code_bw.png,included_approved_code
2781,True,code_questions_approved,code_block_bw,q_02781_code_bw.png,included_approved_code
2782,True,code_questions_approved,code_block_bw,q_02782_code_bw.png,included_approved_code
2783,True,code_questions_approved,code_block_bw,q_02783_code_bw.png,included_approved_code
2784,True,code_questions_approved,code_block_bw,q_02784_code_bw.png,included_approved_code
2785,True,electrical_electronics,boolean_expression,q_02785_visual_bw.png,included_existing_specific
2788,True,electrical_electronics,sequential_state,q_02788_visual_bw.png,included_existing_specific
2789,True,electrical_electronics,boolean_expression,q_02789_visual_bw.png,included_existing_specific
2792,True,electrical_electronics,sequential_state,q_02792_visual_bw.png,included_existing_specific
2793,True,electrical_electronics,boolean_expression,q_02793_visual_bw.png,included_existing_specific
2794,True,electrical_electronics,boolean_expression,q_02794_visual_bw.png,included_existing_specific
2795,True,electrical_electronics,mux_selection,q_02795_visual_bw.png,included_existing_specific
2796,True,electrical_electronics,sequential_state,q_02796_visual_bw.png,included_existing_specific
2797,True,electrical_electronics,boolean_expression,q_02797_visual_bw.png,included_existing_specific
2800,True,electrical_electronics,sequential_state,q_02800_visual_bw.png,included_existing_specific
2801,True,electrical_electronics,boolean_expression,q_02801_visual_bw.png,included_existing_specific
2804,True,electrical_electronics,sequential_state,q_02804_visual_bw.png,included_existing_specific
2805,True,electrical_electronics,boolean_expression,q_02805_visual_bw.png,included_existing_specific
2808,True,electrical_electronics,sequential_state,q_02808_visual_bw.png,included_existing_specific
2809,True,electrical_electronics,boolean_expression,q_02809_visual_bw.png,included_existing_specific
2812,True,electrical_electronics,sequential_state,q_02812_visual_bw.png,included_existing_specific
2813,True,electrical_electronics,boolean_expression,q_02813_visual_bw.png,included_existing_specific
2816,True,electrical_electronics,sequential_state,q_02816_visual_bw.png,included_existing_specific
2917,True,physics_engineering_science,projectile_range,q_02917_visual_bw.png,included_existing_specific
2918,True,physics_engineering_science,projectile_range,q_02918_visual_bw.png,included_existing_specific
2919,True,physics_engineering_science,projectile_range,q_02919_visual_bw.png,included_existing_specific
2920,True,physics_engineering_science,projectile_range,q_02920_visual_bw.png,included_existing_specific
2977,True,electrical_electronics,voltage_divider,q_02977_visual_bw.png,included_existing_specific
2978,True,electrical_electronics,voltage_divider,q_02978_visual_bw.png,included_existing_specific
2979,True,electrical_electronics,nodal_kcl,q_02979_visual_bw.png,included_existing_specific
2980,True,electrical_electronics,rc_charging,q_02980_visual_bw.png,included_existing_specific
2981,True,electrical_electronics,voltage_divider,q_02981_visual_bw.png,included_existing_specific
2982,True,electrical_electronics,voltage_divider,q_02982_visual_bw.png,included_existing_specific
2983,True,electrical_electronics,nodal_kcl,q_02983_visual_bw.png,included_existing_specific
2984,True,electrical_electronics,rc_charging,q_02984_visual_bw.png,included_existing_specific
2985,True,electrical_electronics,voltage_divider,q_02985_visual_bw.png,included_existing_specific
2986,True,electrical_electronics,voltage_divider,q_02986_visual_bw.png,included_existing_specific
2987,True,electrical_electronics,nodal_kcl,q_02987_visual_bw.png,included_existing_specific
2988,True,electrical_electronics,rc_charging,q_02988_visual_bw.png,included_existing_specific
2989,True,electrical_electronics,voltage_divider,q_02989_visual_bw.png,included_existing_specific
2990,True,electrical_electronics,voltage_divider,q_02990_visual_bw.png,included_existing_specific
2991,True,electrical_electronics,nodal_kcl,q_02991_visual_bw.png,included_existing_specific
2992,True,electrical_electronics,rc_charging,q_02992_visual_bw.png,included_existing_specific
2993,True,electrical_electronics,voltage_divider,q_02993_visual_bw.png,included_existing_specific
2994,True,electrical_electronics,voltage_divider,q_02994_visual_bw.png,included_existing_specific
2995,True,electrical_electronics,nodal_kcl,q_02995_visual_bw.png,included_existing_specific
2996,True,electrical_electronics,rc_charging,q_02996_visual_bw.png,included_existing_specific
2997,True,electrical_electronics,voltage_divider,q_02997_visual_bw.png,included_existing_specific
2998,True,electrical_electronics,voltage_divider,q_02998_visual_bw.png,included_existing_specific
2999,True,electrical_electronics,nodal_kcl,q_02999_visual_bw.png,included_existing_specific
3000,True,electrical_electronics,rc_charging,q_03000_visual_bw.png,included_existing_specific
3003,True,electrical_electronics,nodal_kcl,q_03003_visual_bw.png,included_existing_specific
3007,True,electrical_electronics,nodal_kcl,q_03007_visual_bw.png,included_existing_specific
3073,True,code_questions_approved,code_block_bw,q_03073_code_bw.png,included_approved_code
3074,True,code_questions_approved,code_block_bw,q_03074_code_bw.png,included_approved_code
3075,True,code_questions_approved,code_block_bw,q_03075_code_bw.png,included_approved_code
3076,True,code_questions_approved,code_block_bw,q_03076_code_bw.png,included_approved_code
3077,True,code_questions_approved,code_block_bw,q_03077_code_bw.png,included_approved_code
3078,True,code_questions_approved,code_block_bw,q_03078_code_bw.png,included_approved_code
3079,True,code_questions_approved,code_block_bw,q_03079_code_bw.png,included_approved_code
3080,True,code_questions_approved,code_block_bw,q_03080_code_bw.png,included_approved_code
3081,True,code_questions_approved,code_block_bw,q_03081_code_bw.png,included_approved_code
3082,True,code_questions_approved,code_block_bw,q_03082_code_bw.png,included_approved_code
3083,True,code_questions_approved,code_block_bw,q_03083_code_bw.png,included_approved_code
3084,True,code_questions_approved,code_block_bw,q_03084_code_bw.png,included_approved_code
3085,True,code_questions_approved,code_block_bw,q_03085_code_bw.png,included_approved_code
