id,user_id,course_id,topic_id,subtopic_id,recommendation_type,recommendation_text,priority,status,source,created_at,updated_at
18,5,235,3505,3507,retry_mistakes,Retry previous mistakes in Reluctance to reduce repeated errors.,medium,active,performance_summary,"""2026-06-20T20:33:10.000Z""","""2026-06-20T20:33:10.000Z"""
19,5,153,2201,2202,review_subtopic,Review Spectrophotometry because this topic needs more practice (accuracy 40%).,medium,active,performance_summary,"""2026-06-16T16:54:21.000Z""","""2026-06-16T16:54:21.000Z"""
20,5,153,2201,2202,retry_mistakes,Retry previous mistakes in Spectrophotometry to reduce repeated errors.,medium,active,performance_summary,"""2026-06-16T16:54:21.000Z""","""2026-06-16T16:54:21.000Z"""
21,6,71,893,895,review_subtopic,Practice Software Safety Failure Modes because your accuracy is 0%.,high,active,performance_summary,"""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z"""
22,6,71,893,895,retry_mistakes,Retry previous mistakes in Software Safety Failure Modes to reduce repeated errors.,high,active,performance_summary,"""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z"""
23,6,71,881,884,review_subtopic,Review Software Safety Standard Representations because this topic needs more practice (accuracy 43%).,medium,active,performance_summary,"""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z"""
24,6,71,881,884,retry_mistakes,Retry previous mistakes in Software Safety Standard Representations to reduce repeated errors.,medium,active,performance_summary,"""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z"""
25,6,71,889,891,retry_mistakes,Retry previous mistakes in Software Safety Design Decisions to reduce repeated errors.,medium,active,performance_summary,"""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z"""
26,6,71,893,896,review_subtopic,Review Software Safety Professional Constraints because this topic needs more practice (accuracy 17%).,medium,active,performance_summary,"""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z"""
27,6,71,893,896,retry_mistakes,Retry previous mistakes in Software Safety Professional Constraints to reduce repeated errors.,medium,active,performance_summary,"""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z"""
28,6,71,885,888,retry_mistakes,Retry previous mistakes in Software Safety Assumption Checks to reduce repeated errors.,medium,active,performance_summary,"""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z"""
29,6,71,893,894,review_subtopic,Practice Software Safety Edge Cases because your accuracy is 0%.,high,active,performance_summary,"""2026-05-23T16:39:27.000Z""","""2026-05-23T16:39:27.000Z"""
30,6,71,893,894,retry_mistakes,Retry previous mistakes in Software Safety Edge Cases to reduce repeated errors.,high,active,performance_summary,"""2026-05-23T16:39:27.000Z""","""2026-05-23T16:39:27.000Z"""
31,10,93,1233,1234,retry_mistakes,Retry previous mistakes in Introduction to Engineering Geology Key Quantities to reduce repeated errors.,medium,active,performance_summary,"""2026-05-19T13:21:53.000Z""","""2026-05-19T13:21:53.000Z"""
32,10,93,1237,1240,review_subtopic,Review Introduction to Engineering Geology Assumption Checks because this topic needs more practice (accuracy 20%).,medium,active,performance_summary,"""2026-05-19T13:21:53.000Z""","""2026-05-19T13:21:53.000Z"""
33,10,93,1237,1240,retry_mistakes,Retry previous mistakes in Introduction to Engineering Geology Assumption Checks to reduce repeated errors.,medium,active,performance_summary,"""2026-05-19T13:21:53.000Z""","""2026-05-19T13:21:53.000Z"""
34,10,93,1233,1235,retry_mistakes,Retry previous mistakes in Introduction to Engineering Geology Governing Principles to reduce repeated errors.,medium,active,performance_summary,"""2026-05-19T13:21:53.000Z""","""2026-05-19T13:21:53.000Z"""
35,10,93,1233,1236,review_subtopic,Review Introduction to Engineering Geology Standard Representations because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-05-16T14:44:31.000Z""","""2026-05-16T14:44:31.000Z"""
36,10,93,1233,1236,retry_mistakes,Retry previous mistakes in Introduction to Engineering Geology Standard Representations to reduce repeated errors.,medium,active,performance_summary,"""2026-05-16T14:44:31.000Z""","""2026-05-16T14:44:31.000Z"""
37,10,93,1245,1248,review_subtopic,Review Introduction to Engineering Geology Professional Constraints because this topic needs more practice (accuracy 40%).,medium,active,performance_summary,"""2026-05-16T14:44:31.000Z""","""2026-05-16T14:44:31.000Z"""
38,10,93,1245,1248,retry_mistakes,Retry previous mistakes in Introduction to Engineering Geology Professional Constraints to reduce repeated errors.,medium,active,performance_summary,"""2026-05-16T14:44:31.000Z""","""2026-05-16T14:44:31.000Z"""
39,10,93,1237,1239,review_subtopic,Review Introduction to Engineering Geology Calculation Procedures because this topic needs more practice (accuracy 38%).,medium,active,performance_summary,"""2026-05-16T14:44:31.000Z""","""2026-05-16T14:44:31.000Z"""
40,10,93,1237,1239,retry_mistakes,Retry previous mistakes in Introduction to Engineering Geology Calculation Procedures to reduce repeated errors.,medium,active,performance_summary,"""2026-05-16T14:44:31.000Z""","""2026-05-16T14:44:31.000Z"""
41,10,93,1241,1242,retry_mistakes,Retry previous mistakes in Introduction to Engineering Geology Data Interpretation to reduce repeated errors.,medium,active,performance_summary,"""2026-05-19T13:21:53.000Z""","""2026-05-19T13:21:53.000Z"""
42,10,93,1241,1243,retry_mistakes,Retry previous mistakes in Introduction to Engineering Geology Design Decisions to reduce repeated errors.,medium,active,performance_summary,"""2026-05-16T14:44:31.000Z""","""2026-05-16T14:44:31.000Z"""
43,10,93,1245,1246,retry_mistakes,Retry previous mistakes in Introduction to Engineering Geology Edge Cases to reduce repeated errors.,medium,active,performance_summary,"""2026-05-16T14:44:31.000Z""","""2026-05-16T14:44:31.000Z"""
44,10,93,1237,1238,retry_mistakes,Retry previous mistakes in Introduction to Engineering Geology Model Setup to reduce repeated errors.,medium,active,performance_summary,"""2026-05-16T14:44:31.000Z""","""2026-05-16T14:44:31.000Z"""
45,10,161,2325,2326,review_subtopic,Review Glycolysis because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-05-17T21:46:45.000Z""","""2026-05-17T21:46:45.000Z"""
46,10,161,2325,2326,retry_mistakes,Retry previous mistakes in Glycolysis to reduce repeated errors.,medium,active,performance_summary,"""2026-05-17T21:46:45.000Z""","""2026-05-17T21:46:45.000Z"""
47,10,161,2325,2327,retry_mistakes,Retry previous mistakes in Lipid Metabolism to reduce repeated errors.,medium,active,performance_summary,"""2026-05-17T21:46:45.000Z""","""2026-05-17T21:46:45.000Z"""
48,12,131,1845,1848,review_subtopic,Review Steady-State Error because this topic needs more practice (accuracy 29%).,medium,active,performance_summary,"""2026-05-17T16:04:20.000Z""","""2026-05-17T16:04:20.000Z"""
49,12,131,1845,1848,retry_mistakes,Retry previous mistakes in Steady-State Error to reduce repeated errors.,medium,active,performance_summary,"""2026-05-17T16:04:20.000Z""","""2026-05-17T16:04:20.000Z"""
50,12,131,1849,1851,retry_mistakes,Retry previous mistakes in Routh-Hurwitz Criterion to reduce repeated errors.,medium,active,performance_summary,"""2026-05-17T16:04:20.000Z""","""2026-05-17T16:04:20.000Z"""
51,12,131,1841,1844,retry_mistakes,Retry previous mistakes in State Variables to reduce repeated errors.,medium,active,performance_summary,"""2026-05-17T16:04:20.000Z""","""2026-05-17T16:04:20.000Z"""
52,12,131,1845,1846,review_subtopic,Review First-Order Response because this topic needs more practice (accuracy 25%).,medium,active,performance_summary,"""2026-05-17T16:04:20.000Z""","""2026-05-17T16:04:20.000Z"""
53,12,131,1845,1846,retry_mistakes,Retry previous mistakes in First-Order Response to reduce repeated errors.,medium,active,performance_summary,"""2026-05-17T16:04:20.000Z""","""2026-05-17T16:04:20.000Z"""
54,12,131,1845,1847,review_subtopic,Practice Second-Order Response because your accuracy is 0%.,high,active,performance_summary,"""2026-05-16T13:07:47.000Z""","""2026-05-16T13:07:47.000Z"""
55,12,131,1845,1847,retry_mistakes,Retry previous mistakes in Second-Order Response to reduce repeated errors.,high,active,performance_summary,"""2026-05-16T13:07:47.000Z""","""2026-05-16T13:07:47.000Z"""
56,12,123,1721,1723,retry_mistakes,Retry previous mistakes in TTT Diagrams to reduce repeated errors.,medium,active,performance_summary,"""2026-05-06T09:33:03.000Z""","""2026-05-06T09:33:03.000Z"""
57,12,123,1717,1719,review_subtopic,Review Yield Strength because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-05-06T09:33:03.000Z""","""2026-05-06T09:33:03.000Z"""
58,12,123,1717,1719,retry_mistakes,Retry previous mistakes in Yield Strength to reduce repeated errors.,medium,active,performance_summary,"""2026-05-06T09:33:03.000Z""","""2026-05-06T09:33:03.000Z"""
59,12,8,88,89,review_subtopic,Practice Confusion Matrices because your accuracy is 0%.,high,active,performance_summary,"""2026-05-03T12:11:15.000Z""","""2026-05-03T12:11:15.000Z"""
60,12,8,88,89,retry_mistakes,Retry previous mistakes in Confusion Matrices to reduce repeated errors.,high,active,performance_summary,"""2026-05-03T12:11:15.000Z""","""2026-05-03T12:11:15.000Z"""
61,14,137,1945,1946,retry_mistakes,Retry previous mistakes in Kinetic Energy to reduce repeated errors.,medium,active,performance_summary,"""2026-05-31T18:48:37.000Z""","""2026-05-31T18:48:37.000Z"""
62,14,137,1937,1938,retry_mistakes,Retry previous mistakes in Relative Motion to reduce repeated errors.,medium,active,performance_summary,"""2026-05-20T12:40:10.000Z""","""2026-05-20T12:40:10.000Z"""
63,14,137,1941,1944,retry_mistakes,Retry previous mistakes in Mass Moment of Inertia to reduce repeated errors.,medium,active,performance_summary,"""2026-05-31T18:48:37.000Z""","""2026-05-31T18:48:37.000Z"""
64,14,137,1937,1939,retry_mistakes,Retry previous mistakes in Curvilinear Motion to reduce repeated errors.,medium,active,performance_summary,"""2026-05-31T18:48:37.000Z""","""2026-05-31T18:48:37.000Z"""
65,14,137,1941,1942,review_subtopic,Review Force Balance because this topic needs more practice (accuracy 45%).,medium,active,performance_summary,"""2026-05-31T18:48:37.000Z""","""2026-05-31T18:48:37.000Z"""
66,14,137,1941,1942,retry_mistakes,Retry previous mistakes in Force Balance to reduce repeated errors.,medium,active,performance_summary,"""2026-05-31T18:48:37.000Z""","""2026-05-31T18:48:37.000Z"""
67,14,137,1941,1943,retry_mistakes,Retry previous mistakes in Rigid Body Rotation to reduce repeated errors.,medium,active,performance_summary,"""2026-05-31T18:48:37.000Z""","""2026-05-31T18:48:37.000Z"""
68,14,171,2485,2487,review_subtopic,Review Culture Conditions because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-04-28T14:53:48.000Z""","""2026-04-28T14:53:48.000Z"""
69,14,171,2485,2487,retry_mistakes,Retry previous mistakes in Culture Conditions to reduce repeated errors.,medium,active,performance_summary,"""2026-04-28T14:53:48.000Z""","""2026-04-28T14:53:48.000Z"""
70,14,9,97,98,retry_mistakes,Retry previous mistakes in Confidentiality and Integrity to reduce repeated errors.,medium,active,performance_summary,"""2026-05-13T15:17:13.000Z""","""2026-05-13T15:17:13.000Z"""
71,14,9,100,102,review_subtopic,Review Public-Key Encryption because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-05-13T15:17:13.000Z""","""2026-05-13T15:17:13.000Z"""
72,14,9,100,102,retry_mistakes,Retry previous mistakes in Public-Key Encryption to reduce repeated errors.,medium,active,performance_summary,"""2026-05-13T15:17:13.000Z""","""2026-05-13T15:17:13.000Z"""
73,14,240,3589,3590,review_subtopic,Review Circuit Breakers because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-05-21T19:01:09.000Z""","""2026-05-21T19:01:09.000Z"""
74,14,240,3589,3590,retry_mistakes,Retry previous mistakes in Circuit Breakers to reduce repeated errors.,medium,active,performance_summary,"""2026-05-21T19:01:09.000Z""","""2026-05-21T19:01:09.000Z"""
75,16,125,1749,1750,retry_mistakes,Retry previous mistakes in Ohm's Law to reduce repeated errors.,medium,active,performance_summary,"""2026-05-27T17:44:23.000Z""","""2026-05-27T17:44:23.000Z"""
76,16,125,1745,1747,retry_mistakes,Retry previous mistakes in Electric Field Superposition to reduce repeated errors.,medium,active,performance_summary,"""2026-05-26T16:03:06.000Z""","""2026-05-26T16:03:06.000Z"""
77,16,125,1749,1751,review_subtopic,Review Series and Parallel Resistors because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-05-26T16:03:06.000Z""","""2026-05-26T16:03:06.000Z"""
78,16,125,1749,1751,retry_mistakes,Retry previous mistakes in Series and Parallel Resistors to reduce repeated errors.,medium,active,performance_summary,"""2026-05-26T16:03:06.000Z""","""2026-05-26T16:03:06.000Z"""
79,16,125,1753,1755,review_subtopic,Review Induction because this topic needs more practice (accuracy 25%).,medium,active,performance_summary,"""2026-05-24T12:10:40.000Z""","""2026-05-24T12:10:40.000Z"""
80,16,125,1753,1755,retry_mistakes,Retry previous mistakes in Induction to reduce repeated errors.,medium,active,performance_summary,"""2026-05-24T12:10:40.000Z""","""2026-05-24T12:10:40.000Z"""
81,16,125,1745,1746,review_subtopic,Practice Coulomb Force because your accuracy is 0%.,high,active,performance_summary,"""2026-05-27T17:44:23.000Z""","""2026-05-27T17:44:23.000Z"""
82,16,125,1745,1746,retry_mistakes,Retry previous mistakes in Coulomb Force to reduce repeated errors.,high,active,performance_summary,"""2026-05-27T17:44:23.000Z""","""2026-05-27T17:44:23.000Z"""
83,16,220,3273,3274,review_subtopic,Practice Classification Trees because your accuracy is 0%.,high,active,performance_summary,"""2026-05-25T13:06:16.000Z""","""2026-05-25T13:06:16.000Z"""
84,16,220,3273,3274,retry_mistakes,Retry previous mistakes in Classification Trees to reduce repeated errors.,high,active,performance_summary,"""2026-05-25T13:06:16.000Z""","""2026-05-25T13:06:16.000Z"""
85,18,131,1845,1846,retry_mistakes,Retry previous mistakes in First-Order Response to reduce repeated errors.,medium,active,performance_summary,"""2026-05-28T10:02:44.000Z""","""2026-05-28T10:02:44.000Z"""
86,18,131,1845,1848,retry_mistakes,Retry previous mistakes in Steady-State Error to reduce repeated errors.,medium,active,performance_summary,"""2026-05-27T11:08:02.000Z""","""2026-05-27T11:08:02.000Z"""
87,18,131,1845,1847,review_subtopic,Review Second-Order Response because this topic needs more practice (accuracy 44%).,medium,active,performance_summary,"""2026-05-28T10:02:44.000Z""","""2026-05-28T10:02:44.000Z"""
88,18,131,1845,1847,retry_mistakes,Retry previous mistakes in Second-Order Response to reduce repeated errors.,medium,active,performance_summary,"""2026-05-28T10:02:44.000Z""","""2026-05-28T10:02:44.000Z"""
89,20,12,136,138,retry_mistakes,Retry previous mistakes in Implicit Differentiation to reduce repeated errors.,medium,active,performance_summary,"""2026-06-12T08:33:23.000Z""","""2026-06-12T08:33:23.000Z"""
90,20,12,136,137,review_subtopic,Review Derivative Rules because this topic needs more practice (accuracy 38%).,medium,active,performance_summary,"""2026-06-12T08:33:23.000Z""","""2026-06-12T08:33:23.000Z"""
91,20,12,136,137,retry_mistakes,Retry previous mistakes in Derivative Rules to reduce repeated errors.,medium,active,performance_summary,"""2026-06-12T08:33:23.000Z""","""2026-06-12T08:33:23.000Z"""
92,20,12,139,141,review_subtopic,Review Definite Integrals because this topic needs more practice (accuracy 39%).,medium,active,performance_summary,"""2026-06-12T08:33:23.000Z""","""2026-06-12T08:33:23.000Z"""
93,20,12,139,141,retry_mistakes,Retry previous mistakes in Definite Integrals to reduce repeated errors.,medium,active,performance_summary,"""2026-06-12T08:33:23.000Z""","""2026-06-12T08:33:23.000Z"""
94,20,12,139,140,review_subtopic,Review Antiderivatives because this topic needs more practice (accuracy 40%).,medium,active,performance_summary,"""2026-05-26T17:27:16.000Z""","""2026-05-26T17:27:16.000Z"""
95,20,12,139,140,retry_mistakes,Retry previous mistakes in Antiderivatives to reduce repeated errors.,medium,active,performance_summary,"""2026-05-26T17:27:16.000Z""","""2026-05-26T17:27:16.000Z"""
96,20,12,133,135,review_subtopic,Review One-Sided Limits because this topic needs more practice (accuracy 36%).,medium,active,performance_summary,"""2026-06-12T08:33:23.000Z""","""2026-06-12T08:33:23.000Z"""
97,20,12,133,135,retry_mistakes,Retry previous mistakes in One-Sided Limits to reduce repeated errors.,medium,active,performance_summary,"""2026-06-12T08:33:23.000Z""","""2026-06-12T08:33:23.000Z"""
98,20,12,142,144,review_subtopic,Review Curve Sketching because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-05-26T17:27:16.000Z""","""2026-05-26T17:27:16.000Z"""
99,20,12,142,144,retry_mistakes,Retry previous mistakes in Curve Sketching to reduce repeated errors.,medium,active,performance_summary,"""2026-05-26T17:27:16.000Z""","""2026-05-26T17:27:16.000Z"""
100,20,12,133,134,review_subtopic,Review Limit Laws because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-06-12T08:33:23.000Z""","""2026-06-12T08:33:23.000Z"""
101,20,12,133,134,retry_mistakes,Retry previous mistakes in Limit Laws to reduce repeated errors.,medium,active,performance_summary,"""2026-06-12T08:33:23.000Z""","""2026-06-12T08:33:23.000Z"""
102,20,12,142,143,review_subtopic,Review Related Rates because this topic needs more practice (accuracy 40%).,medium,active,performance_summary,"""2026-06-12T08:33:23.000Z""","""2026-06-12T08:33:23.000Z"""
103,20,12,142,143,retry_mistakes,Retry previous mistakes in Related Rates to reduce repeated errors.,medium,active,performance_summary,"""2026-06-12T08:33:23.000Z""","""2026-06-12T08:33:23.000Z"""
104,21,172,2497,2499,review_subtopic,Review Independent Assortment because this topic needs more practice (accuracy 25%).,medium,active,performance_summary,"""2026-05-21T08:54:49.000Z""","""2026-05-21T08:54:49.000Z"""
105,21,172,2497,2499,retry_mistakes,Retry previous mistakes in Independent Assortment to reduce repeated errors.,medium,active,performance_summary,"""2026-05-21T08:54:49.000Z""","""2026-05-21T08:54:49.000Z"""
106,21,172,2497,2498,review_subtopic,Review Segregation because this topic needs more practice (accuracy 18%).,medium,active,performance_summary,"""2026-05-21T08:54:49.000Z""","""2026-05-21T08:54:49.000Z"""
107,21,172,2497,2498,retry_mistakes,Retry previous mistakes in Segregation to reduce repeated errors.,medium,active,performance_summary,"""2026-05-21T08:54:49.000Z""","""2026-05-21T08:54:49.000Z"""
108,21,172,2501,2503,review_subtopic,Review Gene Expression because this topic needs more practice (accuracy 40%).,medium,active,performance_summary,"""2026-05-20T10:23:51.000Z""","""2026-05-20T10:23:51.000Z"""
109,21,172,2501,2503,retry_mistakes,Retry previous mistakes in Gene Expression to reduce repeated errors.,medium,active,performance_summary,"""2026-05-20T10:23:51.000Z""","""2026-05-20T10:23:51.000Z"""
110,21,172,2505,2507,retry_mistakes,Retry previous mistakes in Hardy-Weinberg Equilibrium to reduce repeated errors.,medium,active,performance_summary,"""2026-05-21T08:54:49.000Z""","""2026-05-21T08:54:49.000Z"""
111,21,172,2497,2500,review_subtopic,Practice Pedigree Analysis because your accuracy is 0%.,high,active,performance_summary,"""2026-05-21T08:54:49.000Z""","""2026-05-21T08:54:49.000Z"""
112,21,172,2497,2500,retry_mistakes,Retry previous mistakes in Pedigree Analysis to reduce repeated errors.,high,active,performance_summary,"""2026-05-21T08:54:49.000Z""","""2026-05-21T08:54:49.000Z"""
113,21,172,2505,2506,retry_mistakes,Retry previous mistakes in Allele Frequencies to reduce repeated errors.,medium,active,performance_summary,"""2026-05-21T08:54:49.000Z""","""2026-05-21T08:54:49.000Z"""
114,21,172,2501,2504,retry_mistakes,Retry previous mistakes in Mutation Types to reduce repeated errors.,medium,active,performance_summary,"""2026-05-21T08:54:49.000Z""","""2026-05-21T08:54:49.000Z"""
115,21,46,547,549,retry_mistakes,Retry previous mistakes in Counters to reduce repeated errors.,medium,active,performance_summary,"""2026-05-15T17:51:32.000Z""","""2026-05-15T17:51:32.000Z"""
116,21,46,550,551,review_subtopic,Review Propagation Delay because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-05-15T17:51:32.000Z""","""2026-05-15T17:51:32.000Z"""
117,21,46,550,551,retry_mistakes,Retry previous mistakes in Propagation Delay to reduce repeated errors.,medium,active,performance_summary,"""2026-05-15T17:51:32.000Z""","""2026-05-15T17:51:32.000Z"""
118,21,141,2005,2006,review_subtopic,Review GPIO Configuration because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-05-28T09:43:52.000Z""","""2026-05-28T09:43:52.000Z"""
119,21,141,2005,2006,retry_mistakes,Retry previous mistakes in GPIO Configuration to reduce repeated errors.,medium,active,performance_summary,"""2026-05-28T09:43:52.000Z""","""2026-05-28T09:43:52.000Z"""
120,22,33,385,387,review_subtopic,Review Arrhenius Equation because this topic needs more practice (accuracy 29%).,medium,active,performance_summary,"""2026-05-22T17:19:09.000Z""","""2026-05-22T17:19:09.000Z"""
121,22,33,385,387,retry_mistakes,Retry previous mistakes in Arrhenius Equation to reduce repeated errors.,medium,active,performance_summary,"""2026-05-22T17:19:09.000Z""","""2026-05-22T17:19:09.000Z"""
122,22,33,388,390,retry_mistakes,Retry previous mistakes in CSTR Design to reduce repeated errors.,medium,active,performance_summary,"""2026-05-22T17:19:09.000Z""","""2026-05-22T17:19:09.000Z"""
123,22,33,385,386,review_subtopic,Review Rate Laws because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-05-19T17:32:18.000Z""","""2026-05-19T17:32:18.000Z"""
124,22,33,385,386,retry_mistakes,Retry previous mistakes in Rate Laws to reduce repeated errors.,medium,active,performance_summary,"""2026-05-19T17:32:18.000Z""","""2026-05-19T17:32:18.000Z"""
125,22,33,391,393,review_subtopic,Review Multiple Reactions because this topic needs more practice (accuracy 43%).,medium,active,performance_summary,"""2026-05-20T11:48:34.000Z""","""2026-05-20T11:48:34.000Z"""
126,22,33,391,393,retry_mistakes,Retry previous mistakes in Multiple Reactions to reduce repeated errors.,medium,active,performance_summary,"""2026-05-20T11:48:34.000Z""","""2026-05-20T11:48:34.000Z"""
127,22,33,391,392,retry_mistakes,Retry previous mistakes in Residence Time Distribution to reduce repeated errors.,medium,active,performance_summary,"""2026-05-22T17:19:09.000Z""","""2026-05-22T17:19:09.000Z"""
128,22,126,1765,1766,review_subtopic,Review Ohm's Law because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-05-21T12:22:28.000Z""","""2026-05-21T12:22:28.000Z"""
129,22,126,1765,1766,retry_mistakes,Retry previous mistakes in Ohm's Law to reduce repeated errors.,medium,active,performance_summary,"""2026-05-21T12:22:28.000Z""","""2026-05-21T12:22:28.000Z"""
130,23,183,2681,2682,retry_mistakes,Retry previous mistakes in Sampling Distributions to reduce repeated errors.,medium,active,performance_summary,"""2026-05-31T12:05:37.000Z""","""2026-05-31T12:05:37.000Z"""
131,23,183,2677,2680,review_subtopic,Review Expectation and Variance because this topic needs more practice (accuracy 17%).,medium,active,performance_summary,"""2026-06-03T12:04:02.000Z""","""2026-06-03T12:04:02.000Z"""
132,23,183,2677,2680,retry_mistakes,Retry previous mistakes in Expectation and Variance to reduce repeated errors.,medium,active,performance_summary,"""2026-06-03T12:04:02.000Z""","""2026-06-03T12:04:02.000Z"""
133,23,183,2673,2675,review_subtopic,Review Conditional Probability because this topic needs more practice (accuracy 29%).,medium,active,performance_summary,"""2026-06-03T12:04:02.000Z""","""2026-06-03T12:04:02.000Z"""
134,23,183,2673,2675,retry_mistakes,Retry previous mistakes in Conditional Probability to reduce repeated errors.,medium,active,performance_summary,"""2026-06-03T12:04:02.000Z""","""2026-06-03T12:04:02.000Z"""
135,23,183,2673,2674,review_subtopic,Practice Sample Spaces because your accuracy is 11%.,high,active,performance_summary,"""2026-06-03T12:04:02.000Z""","""2026-06-03T12:04:02.000Z"""
136,23,183,2673,2674,retry_mistakes,Retry previous mistakes in Sample Spaces to reduce repeated errors.,high,active,performance_summary,"""2026-06-03T12:04:02.000Z""","""2026-06-03T12:04:02.000Z"""
137,23,183,2681,2684,review_subtopic,Review Hypothesis Tests because this topic needs more practice (accuracy 38%).,medium,active,performance_summary,"""2026-06-03T12:04:02.000Z""","""2026-06-03T12:04:02.000Z"""
138,23,183,2681,2684,retry_mistakes,Retry previous mistakes in Hypothesis Tests to reduce repeated errors.,medium,active,performance_summary,"""2026-06-03T12:04:02.000Z""","""2026-06-03T12:04:02.000Z"""
139,23,183,2681,2683,review_subtopic,Review Confidence Intervals because this topic needs more practice (accuracy 33%).,medium,active,performance_summary,"""2026-05-30T09:05:46.000Z""","""2026-05-30T09:05:46.000Z"""
140,23,183,2681,2683,retry_mistakes,Retry previous mistakes in Confidence Intervals to reduce repeated errors.,medium,active,performance_summary,"""2026-05-30T09:05:46.000Z""","""2026-05-30T09:05:46.000Z"""
