id,user_id,course_id,topic_id,subtopic_id,attempts_count,correct_count,incorrect_count,total_earned_score,total_possible_score,accuracy_rate,average_response_time,low_confidence_count,repeated_mistake_count,weakness_score,weakness_level,last_activity_at,created_at,updated_at
48,4,177,2585,2587,4,4,0,27,27,100,36,0,0,0,strong,"""2026-05-26T10:40:24.000Z""","""2026-05-26T10:40:24.000Z""","""2026-05-26T10:40:24.000Z"""
49,4,177,2589,2592,5,3,2,30,42,60,60.2,1,1,30,strong,"""2026-05-26T10:40:24.000Z""","""2026-05-26T10:40:24.000Z""","""2026-05-26T10:40:24.000Z"""
50,4,177,2577,2578,3,2,1,15,18,66.67,43.67,0,0,20,strong,"""2026-05-25T09:29:19.000Z""","""2026-05-25T09:29:19.000Z""","""2026-05-25T09:29:19.000Z"""
51,4,177,2589,2590,4,4,0,26,26,100,78.5,0,0,0,strong,"""2026-05-29T12:02:34.000Z""","""2026-05-29T12:02:34.000Z""","""2026-05-29T12:02:34.000Z"""
52,4,177,2577,2579,4,3,1,11,21,75,52,0,0,15,strong,"""2026-05-29T12:02:34.000Z""","""2026-05-29T12:02:34.000Z""","""2026-05-29T12:02:34.000Z"""
53,4,177,2577,2580,4,4,0,30,30,100,44.25,0,0,0,strong,"""2026-05-29T12:02:34.000Z""","""2026-05-29T12:02:34.000Z""","""2026-05-29T12:02:34.000Z"""
54,4,177,2581,2583,4,4,0,21,21,100,54.75,0,0,0,strong,"""2026-05-29T12:02:34.000Z""","""2026-05-29T12:02:34.000Z""","""2026-05-29T12:02:34.000Z"""
55,4,177,2589,2591,5,5,0,22,22,100,52.2,0,0,0,strong,"""2026-05-29T12:02:34.000Z""","""2026-05-29T12:02:34.000Z""","""2026-05-29T12:02:34.000Z"""
56,4,177,2581,2584,4,3,1,14,17,75,59,0,0,15,strong,"""2026-05-29T12:02:34.000Z""","""2026-05-29T12:02:34.000Z""","""2026-05-29T12:02:34.000Z"""
57,4,71,881,884,1,1,0,15,15,100,21,0,0,0,strong,"""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z"""
58,4,71,893,894,1,1,0,10,10,100,38,0,0,0,strong,"""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z"""
59,4,71,889,890,1,1,0,5,5,100,107,0,0,0,strong,"""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z"""
60,4,71,885,887,1,1,0,10,10,100,18,0,0,0,strong,"""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z"""
61,4,71,889,891,2,1,1,5,15,50,46,0,0,30,strong,"""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z"""
62,4,71,889,892,1,0,1,0,10,0,47,0,0,60,needs_practice,"""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z"""
63,4,71,885,888,1,1,0,15,15,100,55,0,0,0,strong,"""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z"""
64,4,71,893,895,1,1,0,10,10,100,67,0,0,0,strong,"""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z"""
65,4,71,881,883,1,1,0,10,10,100,56,0,0,0,strong,"""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z"""
66,4,71,885,886,1,0,1,0,10,0,93,0,0,60,needs_practice,"""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z"""
67,4,71,881,882,1,1,0,10,10,100,53,0,0,0,strong,"""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z"""
68,4,71,893,896,1,1,0,10,10,100,115,0,0,0,strong,"""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z""","""2026-05-27T17:51:03.000Z"""
69,4,162,2341,2342,2,2,0,20,20,100,62.5,0,0,0,strong,"""2026-05-28T14:08:55.000Z""","""2026-05-28T14:08:55.000Z""","""2026-05-28T14:08:55.000Z"""
70,4,162,2337,2340,2,2,0,20,20,100,115,0,0,0,strong,"""2026-05-28T14:08:55.000Z""","""2026-05-28T14:08:55.000Z""","""2026-05-28T14:08:55.000Z"""
71,4,162,2345,2346,2,2,0,20,20,100,85,0,0,0,strong,"""2026-05-28T14:08:55.000Z""","""2026-05-28T14:08:55.000Z""","""2026-05-28T14:08:55.000Z"""
72,4,162,2341,2343,1,0,1,0,10,0,60,0,0,60,needs_practice,"""2026-05-28T14:08:55.000Z""","""2026-05-28T14:08:55.000Z""","""2026-05-28T14:08:55.000Z"""
73,4,162,2337,2339,3,2,1,20,25,66.67,51.67,0,0,20,strong,"""2026-05-28T14:08:55.000Z""","""2026-05-28T14:08:55.000Z""","""2026-05-28T14:08:55.000Z"""
74,4,162,2341,2344,1,1,0,5,5,100,106,0,0,0,strong,"""2026-05-28T14:08:55.000Z""","""2026-05-28T14:08:55.000Z""","""2026-05-28T14:08:55.000Z"""
75,4,162,2337,2338,2,2,0,25,25,100,85,0,0,0,strong,"""2026-05-28T14:08:55.000Z""","""2026-05-28T14:08:55.000Z""","""2026-05-28T14:08:55.000Z"""
76,4,162,2345,2347,1,0,1,0,15,0,70,0,0,60,needs_practice,"""2026-05-28T14:08:55.000Z""","""2026-05-28T14:08:55.000Z""","""2026-05-28T14:08:55.000Z"""
77,4,80,1033,1035,2,1,1,2,5,50,27.5,0,0,30,strong,"""2026-05-30T20:55:01.000Z""","""2026-05-30T20:55:01.000Z""","""2026-05-30T20:55:01.000Z"""
78,4,80,1029,1030,1,0,1,0,2,0,35,0,0,60,needs_practice,"""2026-05-30T20:55:01.000Z""","""2026-05-30T20:55:01.000Z""","""2026-05-30T20:55:01.000Z"""
79,4,80,1037,1038,1,1,0,2,2,100,58,0,0,0,strong,"""2026-05-30T20:55:01.000Z""","""2026-05-30T20:55:01.000Z""","""2026-05-30T20:55:01.000Z"""
80,4,80,1025,1026,1,1,0,2,2,100,29,0,0,0,strong,"""2026-05-30T20:55:01.000Z""","""2026-05-30T20:55:01.000Z""","""2026-05-30T20:55:01.000Z"""
81,4,80,1025,1028,1,1,0,2,2,100,74,0,0,0,strong,"""2026-05-30T20:55:01.000Z""","""2026-05-30T20:55:01.000Z""","""2026-05-30T20:55:01.000Z"""
82,4,35,412,414,2,2,0,5,5,100,50,0,0,0,strong,"""2026-05-31T14:43:17.000Z""","""2026-05-31T14:43:17.000Z""","""2026-05-31T14:43:17.000Z"""
83,4,35,412,413,1,1,0,2,2,100,65,0,0,0,strong,"""2026-05-31T14:43:17.000Z""","""2026-05-31T14:43:17.000Z""","""2026-05-31T14:43:17.000Z"""
84,4,35,418,420,2,1,1,2,5,50,24,0,0,30,strong,"""2026-05-31T14:43:17.000Z""","""2026-05-31T14:43:17.000Z""","""2026-05-31T14:43:17.000Z"""
85,4,35,409,411,2,1,1,2,5,50,42.5,1,0,35,strong,"""2026-05-31T14:43:17.000Z""","""2026-05-31T14:43:17.000Z""","""2026-05-31T14:43:17.000Z"""
86,4,35,418,419,1,0,1,0,2,0,15,0,0,60,needs_practice,"""2026-05-31T14:43:17.000Z""","""2026-05-31T14:43:17.000Z""","""2026-05-31T14:43:17.000Z"""
87,4,131,1841,1843,1,0,1,0,2,0,43,1,0,70,needs_practice,"""2026-05-11T21:01:50.000Z""","""2026-05-11T21:01:50.000Z""","""2026-05-11T21:01:50.000Z"""
88,4,131,1845,1846,1,0,1,0,2,0,67,1,0,70,needs_practice,"""2026-05-11T21:01:50.000Z""","""2026-05-11T21:01:50.000Z""","""2026-05-11T21:01:50.000Z"""
89,4,131,1845,1848,2,2,0,4,4,100,65.5,0,0,0,strong,"""2026-05-11T21:01:50.000Z""","""2026-05-11T21:01:50.000Z""","""2026-05-11T21:01:50.000Z"""
90,4,131,1853,1856,1,1,0,2,2,100,33,0,0,0,strong,"""2026-05-11T21:01:50.000Z""","""2026-05-11T21:01:50.000Z""","""2026-05-11T21:01:50.000Z"""
91,4,131,1845,1847,1,0,1,0,3,0,26,1,0,70,needs_practice,"""2026-05-11T21:01:50.000Z""","""2026-05-11T21:01:50.000Z""","""2026-05-11T21:01:50.000Z"""
92,4,131,1841,1842,3,2,1,3,6,66.67,63.67,0,0,20,strong,"""2026-05-11T21:01:50.000Z""","""2026-05-11T21:01:50.000Z""","""2026-05-11T21:01:50.000Z"""
93,4,131,1853,1855,1,1,0,2,2,100,23,0,0,0,strong,"""2026-05-11T21:01:50.000Z""","""2026-05-11T21:01:50.000Z""","""2026-05-11T21:01:50.000Z"""
94,4,66,805,807,1,0,1,0,2,0,62,0,0,60,needs_practice,"""2026-05-06T16:11:57.000Z""","""2026-05-06T16:11:57.000Z""","""2026-05-06T16:11:57.000Z"""
95,4,66,801,804,1,0,1,0,2,0,39,1,0,70,needs_practice,"""2026-05-06T16:11:57.000Z""","""2026-05-06T16:11:57.000Z""","""2026-05-06T16:11:57.000Z"""
96,4,66,805,806,1,1,0,3,3,100,89,0,0,0,strong,"""2026-05-06T16:11:57.000Z""","""2026-05-06T16:11:57.000Z""","""2026-05-06T16:11:57.000Z"""
97,4,66,813,815,2,2,0,4,4,100,51.5,0,0,0,strong,"""2026-05-06T16:11:57.000Z""","""2026-05-06T16:11:57.000Z""","""2026-05-06T16:11:57.000Z"""
98,4,66,813,814,1,1,0,2,2,100,22,0,0,0,strong,"""2026-05-06T16:11:57.000Z""","""2026-05-06T16:11:57.000Z""","""2026-05-06T16:11:57.000Z"""
99,4,66,809,811,1,1,0,2,2,100,46,0,0,0,strong,"""2026-05-06T16:11:57.000Z""","""2026-05-06T16:11:57.000Z""","""2026-05-06T16:11:57.000Z"""
100,4,66,805,808,1,1,0,1,1,100,83,0,0,0,strong,"""2026-05-06T16:11:57.000Z""","""2026-05-06T16:11:57.000Z""","""2026-05-06T16:11:57.000Z"""
101,5,235,3509,3512,8,6,2,46,66,75,78.75,0,1,17.5,strong,"""2026-06-18T19:43:20.000Z""","""2026-06-18T19:43:20.000Z""","""2026-06-18T19:43:20.000Z"""
102,5,235,3505,3506,10,8,2,80,91,80,61.3,0,1,14,strong,"""2026-06-20T20:33:10.000Z""","""2026-06-20T20:33:10.000Z""","""2026-06-20T20:33:10.000Z"""
103,5,235,3513,3515,8,4,4,40,95,50,83.13,0,3,37.5,strong,"""2026-06-14T20:44:32.000Z""","""2026-06-14T20:44:32.000Z""","""2026-06-14T20:44:32.000Z"""
104,5,235,3509,3510,7,5,2,29,49,71.43,60.71,0,1,20,strong,"""2026-06-20T20:33:10.000Z""","""2026-06-20T20:33:10.000Z""","""2026-06-20T20:33:10.000Z"""
105,5,235,3509,3511,8,7,1,67,82,87.5,54,0,0,7.5,strong,"""2026-06-18T19:43:20.000Z""","""2026-06-18T19:43:20.000Z""","""2026-06-18T19:43:20.000Z"""
106,5,235,3505,3508,11,8,3,67,102,72.73,66.73,0,2,20,strong,"""2026-06-20T20:33:10.000Z""","""2026-06-20T20:33:10.000Z""","""2026-06-20T20:33:10.000Z"""
107,5,235,3513,3514,7,4,3,35,61,57.14,70.71,1,2,32.86,strong,"""2026-06-20T20:33:10.000Z""","""2026-06-20T20:33:10.000Z""","""2026-06-20T20:33:10.000Z"""
108,5,235,3505,3507,7,4,3,23,54,57.14,52.29,0,2,31.43,strong,"""2026-06-20T20:33:10.000Z""","""2026-06-20T20:33:10.000Z""","""2026-06-20T20:33:10.000Z"""
109,5,153,2197,2199,2,2,0,15,15,100,92.5,0,0,0,strong,"""2026-06-16T16:54:21.000Z""","""2026-06-16T16:54:21.000Z""","""2026-06-16T16:54:21.000Z"""
110,5,153,2197,2200,3,3,0,22,22,100,41.67,0,0,0,strong,"""2026-06-16T16:54:21.000Z""","""2026-06-16T16:54:21.000Z""","""2026-06-16T16:54:21.000Z"""
111,5,153,2201,2202,5,2,3,8,35,40,41,0,2,44,needs_practice,"""2026-06-16T16:54:21.000Z""","""2026-06-16T16:54:21.000Z""","""2026-06-16T16:54:21.000Z"""
112,5,153,2193,2196,2,2,0,20,20,100,88.5,0,0,0,strong,"""2026-06-16T16:54:21.000Z""","""2026-06-16T16:54:21.000Z""","""2026-06-16T16:54:21.000Z"""
113,5,153,2193,2194,3,2,1,12,27,66.67,54,0,0,20,strong,"""2026-06-16T16:54:21.000Z""","""2026-06-16T16:54:21.000Z""","""2026-06-16T16:54:21.000Z"""
114,5,153,2201,2203,2,0,2,0,17,0,76,0,1,70,needs_practice,"""2026-06-16T16:54:21.000Z""","""2026-06-16T16:54:21.000Z""","""2026-06-16T16:54:21.000Z"""
115,5,153,2193,2195,1,1,0,10,10,100,41,0,0,0,strong,"""2026-06-16T16:54:21.000Z""","""2026-06-16T16:54:21.000Z""","""2026-06-16T16:54:21.000Z"""
116,5,64,773,774,1,1,0,10,10,100,89,0,0,0,strong,"""2026-06-17T14:51:01.000Z""","""2026-06-17T14:51:01.000Z""","""2026-06-17T14:51:01.000Z"""
117,5,64,777,779,1,1,0,5,5,100,55,0,0,0,strong,"""2026-06-17T14:51:01.000Z""","""2026-06-17T14:51:01.000Z""","""2026-06-17T14:51:01.000Z"""
118,5,64,769,771,2,1,1,10,20,50,77.5,0,0,30,strong,"""2026-06-17T14:51:01.000Z""","""2026-06-17T14:51:01.000Z""","""2026-06-17T14:51:01.000Z"""
119,5,64,781,784,1,0,1,0,15,0,84,0,0,60,needs_practice,"""2026-06-17T14:51:01.000Z""","""2026-06-17T14:51:01.000Z""","""2026-06-17T14:51:01.000Z"""
120,5,64,773,775,2,1,1,10,25,50,96.5,0,0,30,strong,"""2026-06-17T14:51:01.000Z""","""2026-06-17T14:51:01.000Z""","""2026-06-17T14:51:01.000Z"""
121,5,64,781,782,1,0,1,0,10,0,65,0,0,60,needs_practice,"""2026-06-17T14:51:01.000Z""","""2026-06-17T14:51:01.000Z""","""2026-06-17T14:51:01.000Z"""
122,5,64,773,776,1,0,1,0,15,0,29,0,0,60,needs_practice,"""2026-06-17T14:51:01.000Z""","""2026-06-17T14:51:01.000Z""","""2026-06-17T14:51:01.000Z"""
123,5,64,769,770,1,1,0,15,15,100,107,0,0,0,strong,"""2026-06-17T14:51:01.000Z""","""2026-06-17T14:51:01.000Z""","""2026-06-17T14:51:01.000Z"""
124,5,64,777,780,1,0,1,0,10,0,87,0,0,60,needs_practice,"""2026-06-17T14:51:01.000Z""","""2026-06-17T14:51:01.000Z""","""2026-06-17T14:51:01.000Z"""
125,5,64,781,783,1,0,1,0,10,0,102,0,0,60,needs_practice,"""2026-06-17T14:51:01.000Z""","""2026-06-17T14:51:01.000Z""","""2026-06-17T14:51:01.000Z"""
126,5,127,1777,1779,1,0,1,0,3,0,24,0,0,60,needs_practice,"""2026-06-19T18:05:25.000Z""","""2026-06-19T18:05:25.000Z""","""2026-06-19T18:05:25.000Z"""
127,5,127,1789,1792,1,1,0,2,2,100,11,0,0,0,strong,"""2026-06-19T18:05:25.000Z""","""2026-06-19T18:05:25.000Z""","""2026-06-19T18:05:25.000Z"""
128,5,127,1785,1787,1,0,1,0,3,0,31,1,0,70,needs_practice,"""2026-06-19T18:05:25.000Z""","""2026-06-19T18:05:25.000Z""","""2026-06-19T18:05:25.000Z"""
129,5,127,1785,1786,2,2,0,5,5,100,46.5,0,0,0,strong,"""2026-06-19T18:05:25.000Z""","""2026-06-19T18:05:25.000Z""","""2026-06-19T18:05:25.000Z"""
130,5,127,1781,1782,1,1,0,3,3,100,44,0,0,0,strong,"""2026-06-19T18:05:25.000Z""","""2026-06-19T18:05:25.000Z""","""2026-06-19T18:05:25.000Z"""
131,5,127,1789,1791,1,1,0,2,2,100,88,0,0,0,strong,"""2026-06-19T18:05:25.000Z""","""2026-06-19T18:05:25.000Z""","""2026-06-19T18:05:25.000Z"""
132,5,127,1777,1780,1,0,1,0,1,0,27,0,0,60,needs_practice,"""2026-06-19T18:05:25.000Z""","""2026-06-19T18:05:25.000Z""","""2026-06-19T18:05:25.000Z"""
133,5,127,1785,1788,1,1,0,2,2,100,51,0,0,0,strong,"""2026-06-19T18:05:25.000Z""","""2026-06-19T18:05:25.000Z""","""2026-06-19T18:05:25.000Z"""
134,5,153,2197,2198,1,1,0,2,2,100,12,0,0,0,strong,"""2026-05-07T15:53:52.000Z""","""2026-05-07T15:53:52.000Z""","""2026-05-07T15:53:52.000Z"""
135,6,71,881,883,7,6,1,44,59,85.71,69.29,0,0,8.57,strong,"""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z"""
136,6,71,885,887,4,3,1,25,30,75,84.5,0,0,15,strong,"""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z"""
137,6,71,893,895,4,0,4,0,32,0,31.75,1,3,77.5,weak,"""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z"""
138,6,71,881,884,7,3,4,25,60,42.86,58.29,1,3,44.29,needs_practice,"""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z"""
139,6,71,889,891,4,2,2,25,33,50,78,0,1,35,strong,"""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z"""
140,6,71,885,886,2,1,1,5,20,50,26,0,0,30,strong,"""2026-05-23T16:39:27.000Z""","""2026-05-23T16:39:27.000Z""","""2026-05-23T16:39:27.000Z"""
141,6,71,893,896,6,1,5,10,44,16.67,70,1,4,65,needs_practice,"""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z"""
142,6,71,885,888,5,3,2,35,51,60,79.6,1,1,30,strong,"""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z"""
143,6,71,893,894,4,0,4,0,32,0,24.25,0,3,75,weak,"""2026-05-23T16:39:27.000Z""","""2026-05-23T16:39:27.000Z""","""2026-05-23T16:39:27.000Z"""
144,6,71,881,882,5,4,1,36,46,80,61.2,0,0,12,strong,"""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z""","""2026-06-07T13:08:21.000Z"""
