question_id,image_required,reason,old_template,title
504,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Core Principles - pumping lemma edge case
505,False,removed_data_only_or_non_structural_visual_v5,automaton,Goals and Use Cases - DFA facts
506,False,removed_data_only_or_non_structural_visual_v5,automaton,Goals and Use Cases - NFA epsilon closure
507,False,removed_data_only_or_non_structural_visual_v5,automaton,Goals and Use Cases - NFA epsilon closure
509,False,removed_data_only_or_non_structural_visual_v5,automaton,Core Models - DFA facts
510,False,removed_data_only_or_non_structural_visual_v5,automaton,Core Models - NFA epsilon closure
511,False,removed_data_only_or_non_structural_visual_v5,automaton,Core Models - NFA epsilon closure
513,False,removed_data_only_or_non_structural_visual_v5,automaton,Workflow Stages - DFA facts
514,False,removed_data_only_or_non_structural_visual_v5,automaton,Workflow Stages - NFA epsilon closure
515,False,removed_data_only_or_non_structural_visual_v5,automaton,Workflow Stages - NFA epsilon closure
517,False,removed_data_only_or_non_structural_visual_v5,automaton,Assumptions and Limitations - DFA facts
518,False,removed_data_only_or_non_structural_visual_v5,automaton,Assumptions and Limitations - NFA epsilon closure
519,False,removed_data_only_or_non_structural_visual_v5,automaton,Assumptions and Limitations - NFA epsilon closure
521,False,removed_data_only_or_non_structural_visual_v5,automaton,Exercise Analysis - DFA facts
522,False,removed_data_only_or_non_structural_visual_v5,automaton,Exercise Analysis - NFA epsilon closure
523,False,removed_data_only_or_non_structural_visual_v5,automaton,Exercise Analysis - NFA epsilon closure
525,False,removed_data_only_or_non_structural_visual_v5,automaton,Choosing the Appropriate Method - DFA facts
526,False,removed_data_only_or_non_structural_visual_v5,automaton,Choosing the Appropriate Method - NFA epsilon closure
527,False,removed_data_only_or_non_structural_visual_v5,automaton,Choosing the Appropriate Method - NFA epsilon closure
528,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Choosing the Appropriate Method - pumping lemma edge case
529,False,removed_data_only_or_non_structural_visual_v5,automaton,Scenario-Based Application - DFA facts
530,False,removed_data_only_or_non_structural_visual_v5,automaton,Scenario-Based Application - NFA epsilon closure
531,False,removed_data_only_or_non_structural_visual_v5,automaton,Scenario-Based Application - NFA epsilon closure
533,False,removed_data_only_or_non_structural_visual_v5,automaton,Correctness Checking - DFA facts
534,False,removed_data_only_or_non_structural_visual_v5,automaton,Correctness Checking - NFA epsilon closure
535,False,removed_data_only_or_non_structural_visual_v5,automaton,Correctness Checking - NFA epsilon closure
537,False,removed_data_only_or_non_structural_visual_v5,automaton,Comparing Alternatives - DFA facts
538,False,removed_data_only_or_non_structural_visual_v5,automaton,Comparing Alternatives - NFA epsilon closure
539,False,removed_data_only_or_non_structural_visual_v5,automaton,Comparing Alternatives - NFA epsilon closure
541,False,removed_data_only_or_non_structural_visual_v5,automaton,Common Mistakes and Edge Cases - DFA facts
542,False,removed_data_only_or_non_structural_visual_v5,automaton,Common Mistakes and Edge Cases - NFA epsilon closure
543,False,removed_data_only_or_non_structural_visual_v5,automaton,Common Mistakes and Edge Cases - NFA epsilon closure
569,False,removed_empty_or_unsupported_visual_template,automaton,Exercise Analysis - scope facts
573,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Choosing the Appropriate Method - scope facts
626,False,removed_empty_or_unsupported_visual_template,automaton,Process States - page replacement
628,False,removed_empty_or_unsupported_visual_template,automaton,Process States - page replacement edge case
630,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Scheduling - page replacement
632,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Scheduling - page replacement edge case
634,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Paging - page replacement
636,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Paging - page replacement edge case
638,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Virtual Memory - page replacement
640,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Virtual Memory - page replacement edge case
642,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Directories - page replacement
644,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Directories - page replacement edge case
646,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Permissions - page replacement
648,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Permissions - page replacement edge case
650,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Threads - page replacement
652,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Threads - page replacement edge case
654,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Synchronization - page replacement
656,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Synchronization - page replacement edge case
689,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Basic Terminology - subnet facts
690,False,removed_data_only_or_non_structural_visual_v5,network_flow,Basic Terminology - TCP cumulative ACK calculation
691,False,removed_data_only_or_non_structural_visual_v5,network_flow,Basic Terminology - TCP cumulative ACK calculation
692,False,removed_data_only_or_non_structural_visual_v5,network_flow,Basic Terminology - subnet and longest-prefix decision
693,False,removed_data_only_or_non_structural_visual_v5,network_flow,Core Principles - subnet facts
694,False,removed_data_only_or_non_structural_visual_v5,network_flow,Core Principles - TCP cumulative ACK calculation
695,False,removed_data_only_or_non_structural_visual_v5,network_flow,Core Principles - TCP cumulative ACK calculation
696,False,removed_data_only_or_non_structural_visual_v5,network_flow,Core Principles - subnet and longest-prefix decision
697,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Goals and Use Cases - subnet facts
698,False,removed_data_only_or_non_structural_visual_v5,network_flow,Goals and Use Cases - TCP cumulative ACK calculation
699,False,removed_data_only_or_non_structural_visual_v5,network_flow,Goals and Use Cases - TCP cumulative ACK calculation
700,False,removed_data_only_or_non_structural_visual_v5,network_flow,Goals and Use Cases - subnet and longest-prefix decision
701,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Core Models - subnet facts
702,False,removed_data_only_or_non_structural_visual_v5,network_flow,Core Models - TCP cumulative ACK calculation
703,False,removed_data_only_or_non_structural_visual_v5,network_flow,Core Models - TCP cumulative ACK calculation
704,False,removed_data_only_or_non_structural_visual_v5,network_flow,Core Models - subnet and longest-prefix decision
705,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Workflow Stages - subnet facts
706,False,removed_data_only_or_non_structural_visual_v5,network_flow,Workflow Stages - TCP cumulative ACK calculation
707,False,removed_data_only_or_non_structural_visual_v5,network_flow,Workflow Stages - TCP cumulative ACK calculation
708,False,removed_data_only_or_non_structural_visual_v5,network_flow,Workflow Stages - subnet and longest-prefix decision
709,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Assumptions and Limitations - subnet facts
710,False,removed_data_only_or_non_structural_visual_v5,network_flow,Assumptions and Limitations - TCP cumulative ACK calculation
711,False,removed_data_only_or_non_structural_visual_v5,network_flow,Assumptions and Limitations - TCP cumulative ACK calculation
712,False,removed_data_only_or_non_structural_visual_v5,network_flow,Assumptions and Limitations - subnet and longest-prefix decision
713,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Exercise Analysis - subnet facts
714,False,removed_data_only_or_non_structural_visual_v5,network_flow,Exercise Analysis - TCP cumulative ACK calculation
715,False,removed_data_only_or_non_structural_visual_v5,network_flow,Exercise Analysis - TCP cumulative ACK calculation
716,False,removed_data_only_or_non_structural_visual_v5,network_flow,Exercise Analysis - subnet and longest-prefix decision
717,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Choosing the Appropriate Method - subnet facts
718,False,removed_data_only_or_non_structural_visual_v5,network_flow,Choosing the Appropriate Method - TCP cumulative ACK calculation
719,False,removed_data_only_or_non_structural_visual_v5,network_flow,Choosing the Appropriate Method - TCP cumulative ACK calculation
720,False,removed_data_only_or_non_structural_visual_v5,network_flow,Choosing the Appropriate Method - subnet and longest-prefix decision
721,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Scenario-Based Application - subnet facts
722,False,removed_data_only_or_non_structural_visual_v5,network_flow,Scenario-Based Application - TCP cumulative ACK calculation
723,False,removed_data_only_or_non_structural_visual_v5,network_flow,Scenario-Based Application - TCP cumulative ACK calculation
724,False,removed_data_only_or_non_structural_visual_v5,network_flow,Scenario-Based Application - subnet and longest-prefix decision
725,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Correctness Checking - subnet facts
726,False,removed_data_only_or_non_structural_visual_v5,network_flow,Correctness Checking - TCP cumulative ACK calculation
727,False,removed_data_only_or_non_structural_visual_v5,network_flow,Correctness Checking - TCP cumulative ACK calculation
728,False,removed_data_only_or_non_structural_visual_v5,network_flow,Correctness Checking - subnet and longest-prefix decision
729,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Comparing Alternatives - subnet facts
730,False,removed_data_only_or_non_structural_visual_v5,network_flow,Comparing Alternatives - TCP cumulative ACK calculation
731,False,removed_data_only_or_non_structural_visual_v5,network_flow,Comparing Alternatives - TCP cumulative ACK calculation
732,False,removed_data_only_or_non_structural_visual_v5,network_flow,Comparing Alternatives - subnet and longest-prefix decision
733,False,theory_or_conceptual_question_without_explicit_visual_components,generic_data,Common Mistakes and Edge Cases - subnet facts
734,False,removed_data_only_or_non_structural_visual_v5,network_flow,Common Mistakes and Edge Cases - TCP cumulative ACK calculation
735,False,removed_data_only_or_non_structural_visual_v5,network_flow,Common Mistakes and Edge Cases - TCP cumulative ACK calculation
736,False,removed_data_only_or_non_structural_visual_v5,network_flow,Common Mistakes and Edge Cases - subnet and longest-prefix decision
761,False,removed_empty_or_unsupported_visual_template,automaton,Exercise Analysis - asymptotic facts
762,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Exercise Analysis - binary search dry run
763,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Exercise Analysis - Dijkstra simulation
764,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Exercise Analysis - dynamic programming edge case
765,False,removed_empty_or_unsupported_visual_template,automaton,Choosing the Appropriate Method - asymptotic facts
766,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Choosing the Appropriate Method - binary search dry run
767,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Choosing the Appropriate Method - Dijkstra simulation
768,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Choosing the Appropriate Method - dynamic programming edge case
769,False,removed_empty_or_unsupported_visual_template,automaton,Scenario-Based Application - asymptotic facts
770,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Scenario-Based Application - binary search dry run
771,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Scenario-Based Application - Dijkstra simulation
772,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Scenario-Based Application - dynamic programming edge case
773,False,removed_empty_or_unsupported_visual_template,automaton,Correctness Checking - asymptotic facts
774,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Correctness Checking - binary search dry run
775,False,removed_data_only_or_non_structural_visual_v5,givens_only_from_explicit_question_data,Correctness Checking - Dijkstra simulation
776,False,removed_unstructured_givens_only_image,givens_only_from_explicit_question_data,Correctness Checking - dynamic programming edge case
785,False,removed_data_only_or_non_structural_visual_v5,network_flow,Computer Networks 2 - concept discrimination 1
786,False,removed_empty_or_unsupported_visual_template,network_flow,Computer Networks 2 - concept discrimination 2
787,False,removed_empty_or_unsupported_visual_template,network_flow,Computer Networks 2 - concept discrimination 3
788,False,removed_empty_or_unsupported_visual_template,network_flow,Computer Networks 2 - concept discrimination 4
789,False,removed_empty_or_unsupported_visual_template,network_flow,Computer Networks 2 - concept discrimination 5
790,False,removed_empty_or_unsupported_visual_template,network_flow,Computer Networks 2 - concept discrimination 6
