id,user_id,course_id,enrollment_status
799,32,30,active
800,219,30,active
801,254,30,active
802,271,30,active
803,23,155,active
804,64,155,active
805,85,155,active
806,167,155,active
807,169,155,active
808,247,155,active
809,260,155,active
810,277,155,active
811,265,155,active
812,270,155,active
813,173,155,active
814,155,155,active
815,68,155,active
816,101,155,active
817,24,1,active
818,31,1,active
819,121,1,active
820,125,1,active
821,175,1,active
822,178,1,active
823,179,1,active
824,192,1,active
825,244,1,active
826,206,1,active
827,131,1,active
828,128,1,active
829,207,1,active
830,76,1,active
831,24,123,active
832,26,123,active
833,66,123,active
834,76,123,active
835,118,123,active
836,142,123,active
837,226,123,active
838,243,123,active
839,280,123,active
840,88,123,active
841,67,123,active
842,71,123,active
843,12,123,active
844,1,123,active
845,24,79,active
846,25,79,active
847,103,79,active
848,126,79,active
849,155,79,active
850,196,79,active
851,266,79,active
852,218,79,active
853,65,79,active
854,112,79,active
855,166,79,active
856,247,79,active
857,70,79,active
858,232,79,active
859,25,156,active
860,84,156,active
861,221,156,active
862,227,156,active
863,240,156,active
864,6,156,active
865,70,156,active
866,236,156,active
867,115,156,active
868,244,156,active
869,109,156,active
870,205,156,active
871,112,156,active
872,105,156,active
873,25,66,active
874,93,66,active
875,109,66,active
876,227,66,active
877,280,66,active
878,194,66,active
879,119,66,active
880,28,66,active
881,4,66,active
882,272,66,active
883,10,66,active
884,180,66,active
885,192,66,active
886,158,66,active
887,25,158,active
888,65,158,active
889,77,158,active
890,119,158,active
891,184,158,active
892,186,158,active
893,201,158,active
894,213,158,active
895,221,158,active
896,224,158,active
897,245,158,active
898,66,158,active
899,161,158,active
900,252,158,active
901,26,165,active
902,33,165,active
903,82,165,active
904,98,165,active
905,111,165,active
906,133,165,active
907,146,165,active
908,154,165,active
909,157,165,active
910,158,165,active
911,169,165,active
912,211,165,active
913,242,165,active
914,265,165,active
915,266,165,active
916,26,27,active
917,77,27,active
918,88,27,active
919,138,27,active
920,152,27,active
921,158,27,active
922,160,27,active
923,170,27,active
924,201,27,active
925,205,27,active
926,225,27,active
927,273,27,active
928,190,27,active
929,104,27,active
930,27,70,active
931,81,70,active
932,95,70,active
933,125,70,active
934,144,70,active
935,145,70,active
936,195,70,active
937,234,70,active
938,257,70,active
939,273,70,active
940,149,70,active
941,80,70,active
942,191,70,active
943,242,70,active
944,27,166,active
945,188,166,active
946,280,166,active
947,72,166,active
948,152,166,active
949,252,166,active
950,69,166,active
951,181,166,active
952,260,166,active
953,169,166,active
954,62,166,active
955,26,166,active
956,164,166,active
957,79,166,active
958,27,157,active
959,140,157,active
960,235,157,active
961,190,157,active
962,243,157,active
963,62,157,active
964,131,157,active
965,200,157,active
966,95,157,active
967,242,157,active
968,73,157,active
969,240,157,active
970,97,157,active
971,220,157,active
972,27,18,active
973,78,18,active
974,163,18,active
975,228,18,active
976,89,18,active
977,242,18,active
978,231,18,active
979,158,18,active
980,183,18,active
981,131,18,active
982,6,18,active
983,260,18,active
984,73,18,active
985,184,18,active
986,28,163,active
987,29,163,active
988,74,163,active
989,84,163,active
990,94,163,active
991,150,163,active
992,182,163,active
993,229,163,active
994,234,163,active
995,237,163,active
996,273,163,active
997,119,163,active
998,189,163,active
999,173,163,active
1000,28,47,active
1001,67,47,active
1002,122,47,active
1003,158,47,active
1004,197,47,active
1005,209,47,active
1006,246,47,active
1007,266,47,active
1008,267,47,active
1009,208,47,active
1010,271,47,active
1011,112,47,active
1012,258,47,active
1013,84,47,active
1014,29,150,active
1015,32,150,active
1016,63,150,active
1017,88,150,active
1018,90,150,active
1019,133,150,active
1020,159,150,active
1021,160,150,active
1022,174,150,active
1023,222,150,active
1024,263,150,active
1025,149,150,active
1026,242,150,active
1027,186,150,active
1028,29,85,active
1029,171,85,active
1030,239,85,active
1031,264,85,active
1032,269,85,active
1033,32,85,active
1034,206,85,active
1035,213,85,active
1036,175,85,active
1037,111,85,active
1038,236,85,active
1039,205,85,active
1040,107,85,active
1041,221,85,active
1042,30,45,active
1043,85,45,active
1044,126,45,active
1045,132,45,active
1046,133,45,active
1047,138,45,active
1048,151,45,active
1049,266,45,active
1050,69,45,active
1051,117,45,active
1052,145,45,active
1053,142,45,active
1054,272,45,active
1055,89,45,active
1056,30,132,active
1057,65,132,active
1058,124,132,active
1059,149,132,active
1060,158,132,active
1061,169,132,active
1062,172,132,active
1063,177,132,active
1064,191,132,active
1065,197,132,active
1066,219,132,active
1067,278,132,active
1068,139,132,active
1069,10,132,active
1070,30,73,active
1071,159,73,active
1072,169,73,active
1073,252,73,active
1074,261,73,active
1075,181,73,active
1076,88,73,active
1077,199,73,active
1078,6,73,active
1079,21,73,active
1080,102,73,active
1081,25,73,active
1082,86,73,active
1083,222,73,active
1084,31,29,active
1085,80,29,active
1086,128,29,active
1087,151,29,active
1088,152,29,active
1089,194,29,active
1090,219,29,active
1091,241,29,active
1092,275,29,active
1093,263,29,active
1094,233,29,active
1095,107,29,active
1096,88,29,active
1097,106,29,active
1098,31,201,active
1099,66,201,active
1100,128,201,active
1101,142,201,active
1102,160,201,active
1103,163,201,active
1104,187,201,active
1105,269,201,active
1106,156,201,active
1107,158,201,active
1108,195,201,active
1109,151,201,active
1110,75,201,active
1111,198,201,active
1112,33,114,active
1113,82,114,active
1114,98,114,active
1115,168,114,active
1116,208,114,active
1117,258,114,active
1118,236,114,active
1119,147,114,active
1120,264,114,active
1121,184,114,active
1122,262,114,active
1123,211,114,active
1124,123,114,active
1125,166,114,active
1126,33,63,active
1127,104,63,active
1128,130,63,active
1129,211,63,active
1130,214,63,active
1131,244,63,active
1132,269,63,active
1133,208,63,active
1134,96,63,active
1135,181,63,active
1136,272,63,active
1137,264,63,active
1138,77,63,active
1139,162,63,active
1140,33,94,active
1141,79,94,active
1142,94,94,active
1143,111,94,active
1144,126,94,active
1145,134,94,active
1146,151,94,active
1147,178,94,active
1148,179,94,active
1149,234,94,active
1150,278,94,active
1151,81,94,active
1152,156,94,active
1153,248,94,active
1154,33,38,active
1155,140,38,active
1156,190,38,active
1157,243,38,active
1158,255,38,active
1159,263,38,active
1160,265,38,active
1161,268,38,active
1162,26,38,active
1163,138,38,active
1164,222,38,active
1165,258,38,active
1166,124,38,active
1167,130,38,active
1168,33,14,active
1169,81,14,active
1170,83,14,active
1171,109,14,active
1172,113,14,active
1173,148,14,active
1174,232,14,active
1175,251,14,active
1176,223,14,active
1177,262,14,active
1178,272,14,active
1179,242,14,active
1180,207,14,active
1181,260,14,active
1182,33,13,active
1183,75,13,active
1184,107,13,active
1185,125,13,active
1186,130,13,active
1187,136,13,active
1188,139,13,active
1189,147,13,active
1190,166,13,active
1191,168,13,active
1192,183,13,active
1193,186,13,active
1194,193,13,active
1195,194,13,active
1196,219,13,active
1197,255,13,active
1198,62,160,active
1199,134,160,active
1200,156,160,active
1201,181,160,active
1202,184,160,active
1203,198,160,active
1204,214,160,active
1205,250,160,active
1206,99,160,active
1207,229,160,active
1208,210,160,active
1209,88,160,active
1210,196,160,active
1211,226,160,active
1212,62,171,active
1213,119,171,active
1214,181,171,active
1215,198,171,active
1216,219,171,active
1217,254,171,active
1218,26,171,active
1219,88,171,active
1220,242,171,active
1221,64,171,active
1222,213,171,active
1223,14,171,active
1224,237,171,active
1225,63,171,active
1226,62,67,active
1227,116,67,active
1228,162,67,active
1229,223,67,active
1230,241,67,active
1231,244,67,active
1232,275,67,active
1233,26,67,active
1234,16,67,active
1235,156,67,active
1236,80,67,active
1237,18,67,active
1238,102,67,active
1239,140,67,active
1240,62,107,active
1241,74,107,active
1242,75,107,active
1243,84,107,active
1244,95,107,active
1245,116,107,active
1246,156,107,active
1247,251,107,active
1248,267,107,active
1249,87,107,active
1250,161,107,active
1251,135,107,active
1252,186,107,active
1253,180,107,active
1254,63,2,active
1255,84,2,active
1256,161,2,active
1257,194,2,active
1258,213,2,active
1259,248,2,active
1260,148,2,active
1261,82,2,active
1262,139,2,active
1263,133,2,active
1264,144,2,active
1265,241,2,active
1266,68,2,active
1267,193,2,active
1268,63,204,active
1269,159,204,active
1270,164,204,active
1271,224,204,active
1272,232,204,active
1273,238,204,active
1274,199,204,active
1275,22,204,active
1276,190,204,active
1277,275,204,active
1278,115,204,active
1279,272,204,active
1280,129,204,active
1281,212,204,active
1282,63,58,active
1283,111,58,active
1284,117,58,active
1285,130,58,active
1286,198,58,active
1287,213,58,active
1288,113,58,active
1289,194,58,active
1290,99,58,active
1291,274,58,active
1292,215,58,active
1293,200,58,active
1294,254,58,active
1295,69,58,active
1296,63,140,active
1297,83,140,active
1298,168,140,active
1299,196,140,active
1300,207,140,active
1301,223,140,active
1302,240,140,active
1303,246,140,active
1304,276,140,active
1305,143,140,active
1306,26,140,active
1307,257,140,active
1308,23,140,active
1309,161,140,active
1310,64,6,active
1311,84,6,active
1312,94,6,active
1313,103,6,active
1314,243,6,active
1315,251,6,active
1316,256,6,active
1317,183,6,active
1318,252,6,active
1319,226,6,active
1320,187,6,active
1321,1,6,active
1322,237,6,active
1323,247,6,active
1324,64,146,active
1325,81,146,active
1326,98,146,active
1327,106,146,active
1328,131,146,active
1329,244,146,active
1330,246,146,active
1331,275,146,active
1332,252,146,active
1333,279,146,active
1334,101,146,active
1335,80,146,active
1336,255,146,active
1337,222,146,active
1338,64,190,active
1339,207,190,active
1340,113,190,active
1341,136,190,active
1342,268,190,active
1343,74,190,active
1344,166,190,active
1345,134,190,active
1346,278,190,active
1347,151,190,active
1348,147,190,active
1349,116,190,active
1350,175,190,active
1351,1,190,active
1352,64,130,active
1353,124,130,active
1354,134,130,active
1355,139,130,active
1356,178,130,active
1357,182,130,active
1358,200,130,active
1359,211,130,active
1360,225,130,active
1361,257,130,active
1362,270,130,active
1363,104,130,active
1364,31,130,active
1365,190,130,active
1366,65,188,active
1367,89,188,active
1368,111,188,active
1369,159,188,active
1370,190,188,active
1371,236,188,active
1372,264,188,active
1373,267,188,active
1374,281,188,active
1375,229,188,active
1376,251,188,active
1377,238,188,active
1378,270,188,active
1379,234,188,active
1380,65,21,active
1381,96,21,active
1382,141,21,active
1383,207,21,active
1384,244,21,active
1385,140,21,active
1386,241,21,active
1387,111,21,active
1388,185,21,active
1389,119,21,active
1390,77,21,active
1391,153,21,active
1392,245,21,active
1393,98,21,active
1394,66,16,active
1395,76,16,active
1396,207,16,active
1397,208,16,active
1398,232,16,active
1399,137,16,active
1400,151,16,active
1401,147,16,active
1402,119,16,active
1403,162,16,active
1404,183,16,active
1405,128,16,active
1406,108,16,active
1407,233,16,active
1408,67,52,active
1409,90,52,active
1410,102,52,active
1411,161,52,active
1412,229,52,active
1413,252,52,active
1414,254,52,active
1415,270,52,active
1416,228,52,active
1417,197,52,active
1418,132,52,active
1419,179,52,active
1420,89,52,active
1421,80,52,active
1422,68,83,active
1423,70,83,active
1424,72,83,active
1425,77,83,active
1426,100,83,active
1427,153,83,active
1428,154,83,active
1429,156,83,active
1430,160,83,active
1431,185,83,active
1432,200,83,active
1433,208,83,active
1434,224,83,active
1435,236,83,active
1436,265,83,active
1437,266,83,active
1438,267,83,active
1439,276,83,active
1440,280,83,active
1441,68,61,active
1442,115,61,active
1443,128,61,active
1444,145,61,active
1445,169,61,active
1446,198,61,active
1447,234,61,active
1448,254,61,active
1449,87,61,active
1450,276,61,active
1451,197,61,active
1452,12,61,active
1453,133,61,active
1454,65,61,active
1455,68,26,active
1456,82,26,active
1457,86,26,active
1458,99,26,active
1459,104,26,active
1460,181,26,active
1461,184,26,active
1462,242,26,active
1463,246,26,active
1464,249,26,active
1465,250,26,active
1466,258,26,active
1467,271,26,active
1468,281,26,active
1469,68,226,active
1470,113,226,active
1471,125,226,active
1472,138,226,active
1473,175,226,active
1474,228,226,active
1475,244,226,active
1476,259,226,active
1477,269,226,active
1478,272,226,active
1479,262,226,active
1480,79,226,active
1481,245,226,active
1482,69,226,active
1483,69,10,active
1484,167,10,active
1485,177,10,active
1486,215,10,active
1487,220,10,active
1488,231,10,active
1489,262,10,active
1490,270,10,active
1491,183,10,active
1492,221,10,active
1493,271,10,active
1494,129,10,active
1495,188,10,active
1496,254,10,active
1497,70,64,active
1498,79,64,active
1499,113,64,active
1500,121,64,active
1501,135,64,active
1502,164,64,active
1503,170,64,active
1504,179,64,active
1505,185,64,active
1506,210,64,active
1507,141,64,active
1508,94,64,active
1509,5,64,active
1510,124,64,active
1511,70,170,active
1512,127,170,active
1513,133,170,active
1514,166,170,active
1515,231,170,active
1516,250,170,active
1517,254,170,active
1518,256,170,active
1519,260,170,active
1520,222,170,active
1521,25,170,active
1522,209,170,active
1523,129,170,active
1524,23,170,active
1525,70,231,active
1526,123,231,active
1527,132,231,active
1528,214,231,active
1529,225,231,active
1530,268,231,active
1531,79,231,active
1532,130,231,active
1533,217,231,active
1534,64,231,active
1535,81,231,active
1536,279,231,active
1537,103,231,active
1538,115,231,active
1539,71,148,active
1540,100,148,active
1541,102,148,active
1542,227,148,active
1543,239,148,active
1544,264,148,active
1545,167,148,active
1546,79,148,active
1547,219,148,active
1548,127,148,active
1549,260,148,active
1550,141,148,active
1551,149,148,active
1552,158,148,active
1553,71,82,active
1554,93,82,active
1555,106,82,active
1556,112,82,active
1557,128,82,active
1558,182,82,active
1559,194,82,active
1560,195,82,active
1561,199,82,active
1562,278,82,active
1563,146,82,active
1564,248,82,active
1565,103,82,active
1566,121,82,active
1567,71,139,active
1568,76,139,active
1569,80,139,active
1570,85,139,active
1571,90,139,active
1572,103,139,active
1573,124,139,active
1574,153,139,active
1575,173,139,active
1576,231,139,active
1577,245,139,active
1578,249,139,active
1579,274,139,active
1580,273,139,active
1581,71,65,active
1582,110,65,active
1583,118,65,active
1584,122,65,active
1585,173,65,active
1586,207,65,active
1587,277,65,active
1588,109,65,active
1589,181,65,active
1590,158,65,active
1591,4,65,active
1592,241,65,active
1593,174,65,active
1594,197,65,active
1595,72,105,active
1596,80,105,active
1597,88,105,active
1598,117,105,active
1599,155,105,active
1600,167,105,active
1601,171,105,active
1602,180,105,active
1603,209,105,active
1604,210,105,active
1605,214,105,active
1606,242,105,active
1607,275,105,active
1608,81,105,active
1609,73,168,active
1610,76,168,active
1611,134,168,active
1612,156,168,active
1613,206,168,active
1614,218,168,active
1615,249,168,active
1616,265,168,active
1617,270,168,active
1618,66,168,active
1619,67,168,active
1620,269,168,active
1621,166,168,active
1622,86,168,active
1623,73,35,active
1624,78,35,active
1625,146,35,active
1626,156,35,active
1627,209,35,active
1628,213,35,active
1629,220,35,active
1630,247,35,active
1631,272,35,active
1632,190,35,active
1633,214,35,active
1634,4,35,active
1635,180,35,active
1636,212,35,active
1637,73,200,active
1638,129,200,active
1639,142,200,active
1640,174,200,active
1641,187,200,active
1642,217,200,active
1643,238,200,active
1644,249,200,active
1645,87,200,active
1646,80,200,active
1647,194,200,active
1648,139,200,active
1649,240,200,active
1650,232,200,active
1651,75,84,active
1652,114,84,active
1653,118,84,active
1654,141,84,active
1655,174,84,active
1656,226,84,active
1657,231,84,active
1658,180,84,active
1659,1,84,active
1660,63,84,active
1661,115,84,active
1662,109,84,active
