id,user_id,type,title,message,related_entity_type,related_entity_id,status,created_at,read_at,action_url
41,16,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-06-02T18:00:00.000Z""",,/engagement
42,16,milestone,Milestone achieved,"You reached the ""first exam above 80"" milestone.",milestone,,unread,"""2026-06-02T18:00:00.000Z""",,/engagement
43,16,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-06-02T18:00:00.000Z""",,/engagement
44,16,streak_update,Milestone achieved,"You reached the ""seven day streak"" milestone.",milestone,,unread,"""2026-06-02T18:00:00.000Z""",,/engagement
45,18,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-06-02T18:00:00.000Z""",,/engagement
46,18,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-06-02T18:00:00.000Z""",,/engagement
47,18,milestone,Milestone achieved,"You reached the ""first exam above 80"" milestone.",milestone,,unread,"""2026-06-02T18:00:00.000Z""",,/engagement
48,18,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-06-02T18:00:00.000Z""",,/engagement
49,20,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-06-12T18:00:00.000Z""",,/engagement
50,20,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-06-12T18:00:00.000Z""",,/engagement
51,20,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-06-12T18:00:00.000Z""",,/engagement
52,21,weak_area_alert,Weak area detected,Your accuracy in Pedigree Analysis is 0%. Consider focused practice.,topic,2497,unread,"""2026-05-21T08:54:49.000Z""",,/weak-areas
53,21,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-05-31T18:00:00.000Z""",,/engagement
54,21,milestone,Milestone achieved,"You reached the ""five practice sessions"" milestone.",milestone,,unread,"""2026-05-31T18:00:00.000Z""",,/engagement
55,21,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-05-31T18:00:00.000Z""",,/engagement
56,21,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-05-31T18:00:00.000Z""",,/engagement
57,21,streak_update,Milestone achieved,"You reached the ""seven day streak"" milestone.",milestone,,unread,"""2026-05-31T18:00:00.000Z""",,/engagement
58,22,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-05-24T18:00:00.000Z""",,/engagement
59,22,milestone,Milestone achieved,"You reached the ""five practice sessions"" milestone.",milestone,,unread,"""2026-05-24T18:00:00.000Z""",,/engagement
60,22,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-05-24T18:00:00.000Z""",,/engagement
61,22,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-05-24T18:00:00.000Z""",,/engagement
62,22,streak_update,Milestone achieved,"You reached the ""seven day streak"" milestone.",milestone,,unread,"""2026-05-24T18:00:00.000Z""",,/engagement
63,23,weak_area_alert,Weak area detected,Your accuracy in Sample Spaces is 11%. Consider focused practice.,topic,2673,unread,"""2026-06-03T12:04:02.000Z""",,/weak-areas
64,23,weak_area_alert,Weak area detected,Your accuracy in Discrete Distributions is 0%. Consider focused practice.,topic,2677,unread,"""2026-05-31T12:05:37.000Z""",,/weak-areas
65,23,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-06-09T18:00:00.000Z""",,/engagement
66,23,milestone,Milestone achieved,"You reached the ""five practice sessions"" milestone.",milestone,,unread,"""2026-06-09T18:00:00.000Z""",,/engagement
67,23,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-06-09T18:00:00.000Z""",,/engagement
68,23,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-06-09T18:00:00.000Z""",,/engagement
69,24,weak_area_alert,Weak area detected,Your accuracy in Conditional Branching is 10%. Consider focused practice.,topic,4,unread,"""2026-06-09T18:04:52.000Z""",,/weak-areas
70,24,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-06-12T18:00:00.000Z""",,/engagement
71,24,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-06-12T18:00:00.000Z""",,/engagement
72,24,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-06-12T18:00:00.000Z""",,/engagement
73,25,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-06-14T18:00:00.000Z""",,/engagement
74,25,milestone,Milestone achieved,"You reached the ""five practice sessions"" milestone.",milestone,,unread,"""2026-06-14T18:00:00.000Z""",,/engagement
75,25,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-06-14T18:00:00.000Z""",,/engagement
76,25,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-06-14T18:00:00.000Z""",,/engagement
77,25,streak_update,Milestone achieved,"You reached the ""seven day streak"" milestone.",milestone,,unread,"""2026-06-14T18:00:00.000Z""",,/engagement
78,26,weak_area_alert,Weak area detected,Your accuracy in Efficiency is 0%. Consider focused practice.,topic,3509,unread,"""2026-06-01T13:36:47.000Z""",,/weak-areas
79,26,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-06-12T18:00:00.000Z""",,/engagement
80,26,milestone,Milestone achieved,"You reached the ""five practice sessions"" milestone.",milestone,,unread,"""2026-06-12T18:00:00.000Z""",,/engagement
81,26,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-06-12T18:00:00.000Z""",,/engagement
82,26,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-06-12T18:00:00.000Z""",,/engagement
83,27,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-06-10T18:00:00.000Z""",,/engagement
84,27,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-06-10T18:00:00.000Z""",,/engagement
85,27,milestone,Milestone achieved,"You reached the ""first exam above 80"" milestone.",milestone,,unread,"""2026-06-10T18:00:00.000Z""",,/engagement
86,28,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-06-01T18:00:00.000Z""",,/engagement
87,28,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-06-01T18:00:00.000Z""",,/engagement
88,28,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-06-01T18:00:00.000Z""",,/engagement
89,28,streak_update,Milestone achieved,"You reached the ""seven day streak"" milestone.",milestone,,unread,"""2026-06-01T18:00:00.000Z""",,/engagement
90,29,weak_area_alert,Weak area detected,Your accuracy in Molecular Orbitals is 11%. Consider focused practice.,topic,2361,unread,"""2026-05-28T12:55:59.000Z""",,/weak-areas
91,29,weak_area_alert,Weak area detected,Your accuracy in Rate Laws is 10%. Consider focused practice.,topic,2357,unread,"""2026-05-28T12:55:59.000Z""",,/weak-areas
92,29,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-05-29T18:00:00.000Z""",,/engagement
93,29,milestone,Milestone achieved,"You reached the ""five practice sessions"" milestone.",milestone,,unread,"""2026-05-29T18:00:00.000Z""",,/engagement
94,29,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-05-29T18:00:00.000Z""",,/engagement
95,29,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-05-29T18:00:00.000Z""",,/engagement
96,29,streak_update,Milestone achieved,"You reached the ""seven day streak"" milestone.",milestone,,unread,"""2026-05-29T18:00:00.000Z""",,/engagement
97,30,weak_area_alert,Weak area detected,Your accuracy in Related Rates is 0%. Consider focused practice.,topic,142,unread,"""2026-05-29T13:38:26.000Z""",,/weak-areas
98,30,weak_area_alert,Weak area detected,Your accuracy in Curve Sketching is 0%. Consider focused practice.,topic,142,unread,"""2026-05-29T13:38:26.000Z""",,/weak-areas
99,30,weak_area_alert,Weak area detected,Your accuracy in NFA and Epsilon Moves is 0%. Consider focused practice.,topic,913,unread,"""2026-05-31T21:49:14.000Z""",,/weak-areas
100,30,weak_area_alert,Weak area detected,Your accuracy in Closure Properties is 0%. Consider focused practice.,topic,917,unread,"""2026-05-31T21:49:14.000Z""",,/weak-areas
101,30,weak_area_alert,Weak area detected,Your accuracy in Parse Trees is 0%. Consider focused practice.,topic,921,unread,"""2026-05-31T21:49:14.000Z""",,/weak-areas
102,30,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-05-31T18:00:00.000Z""",,/engagement
103,30,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-05-31T18:00:00.000Z""",,/engagement
104,30,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-05-31T18:00:00.000Z""",,/engagement
105,30,streak_update,Milestone achieved,"You reached the ""seven day streak"" milestone.",milestone,,unread,"""2026-05-31T18:00:00.000Z""",,/engagement
106,31,weak_area_alert,Weak area detected,Your accuracy in Periodic Trends is 0%. Consider focused practice.,topic,325,unread,"""2026-05-24T20:52:55.000Z""",,/weak-areas
107,31,weak_area_alert,Weak area detected,Your accuracy in Limiting Reactants is 0%. Consider focused practice.,topic,328,unread,"""2026-05-27T19:11:00.000Z""",,/weak-areas
108,31,weak_area_alert,Weak area detected,Your accuracy in Electron Configuration is 0%. Consider focused practice.,topic,325,unread,"""2026-05-27T19:11:00.000Z""",,/weak-areas
109,31,weak_area_alert,Weak area detected,Your accuracy in Stacks and Queues is 0%. Consider focused practice.,topic,2961,unread,"""2026-05-31T17:38:41.000Z""",,/weak-areas
110,31,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-05-31T18:00:00.000Z""",,/engagement
111,31,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-05-31T18:00:00.000Z""",,/engagement
112,31,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-05-31T18:00:00.000Z""",,/engagement
113,31,streak_update,Milestone achieved,"You reached the ""seven day streak"" milestone.",milestone,,unread,"""2026-05-31T18:00:00.000Z""",,/engagement
114,32,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-06-06T18:00:00.000Z""",,/engagement
115,32,milestone,Milestone achieved,"You reached the ""five practice sessions"" milestone.",milestone,,unread,"""2026-06-06T18:00:00.000Z""",,/engagement
116,32,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-06-06T18:00:00.000Z""",,/engagement
117,32,milestone,Milestone achieved,"You reached the ""first exam above 80"" milestone.",milestone,,unread,"""2026-06-06T18:00:00.000Z""",,/engagement
118,32,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-06-06T18:00:00.000Z""",,/engagement
119,33,weak_area_alert,Weak area detected,Your accuracy in Deflection Limits is 0%. Consider focused practice.,topic,1577,unread,"""2026-05-21T19:40:52.000Z""",,/weak-areas
120,33,weak_area_alert,Weak area detected,Your accuracy in Shear Capacity is 0%. Consider focused practice.,topic,1577,unread,"""2026-05-24T12:21:26.000Z""",,/weak-areas
121,33,weak_area_alert,Weak area detected,Your accuracy in Confidence Intervals is 0%. Consider focused practice.,topic,3053,unread,"""2026-05-23T10:13:37.000Z""",,/weak-areas
122,33,weak_area_alert,Weak area detected,Your accuracy in Event Calendar is 0%. Consider focused practice.,topic,3049,unread,"""2026-05-23T10:13:37.000Z""",,/weak-areas
123,33,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-05-24T18:00:00.000Z""",,/engagement
124,33,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-05-24T18:00:00.000Z""",,/engagement
125,33,milestone,Milestone achieved,"You reached the ""first exam above 80"" milestone.",milestone,,unread,"""2026-05-24T18:00:00.000Z""",,/engagement
126,33,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-05-24T18:00:00.000Z""",,/engagement
127,33,streak_update,Milestone achieved,"You reached the ""seven day streak"" milestone.",milestone,,unread,"""2026-05-24T18:00:00.000Z""",,/engagement
128,62,weak_area_alert,Weak area detected,Your accuracy in Gain Calculation is 0%. Consider focused practice.,topic,3477,unread,"""2026-05-16T20:30:05.000Z""",,/weak-areas
129,62,weak_area_alert,Weak area detected,Your accuracy in Input and Output Resistance is 0%. Consider focused practice.,topic,3477,unread,"""2026-05-16T20:30:05.000Z""",,/weak-areas
130,62,weak_area_alert,Weak area detected,Your accuracy in MOSFET Operation is 0%. Consider focused practice.,topic,3473,unread,"""2026-04-29T10:30:44.000Z""",,/weak-areas
131,62,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-06-11T18:00:00.000Z""",,/engagement
132,62,milestone,Milestone achieved,"You reached the ""five practice sessions"" milestone.",milestone,,unread,"""2026-06-11T18:00:00.000Z""",,/engagement
133,62,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-06-11T18:00:00.000Z""",,/engagement
134,62,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-06-11T18:00:00.000Z""",,/engagement
135,63,weak_area_alert,Weak area detected,Your accuracy in Rate Laws is 0%. Consider focused practice.,topic,355,unread,"""2026-05-02T09:36:54.000Z""",,/weak-areas
136,63,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-06-01T18:00:00.000Z""",,/engagement
137,63,milestone,Milestone achieved,"You reached the ""five practice sessions"" milestone.",milestone,,unread,"""2026-06-01T18:00:00.000Z""",,/engagement
138,63,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-06-01T18:00:00.000Z""",,/engagement
139,63,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-06-01T18:00:00.000Z""",,/engagement
140,64,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-06-08T18:00:00.000Z""",,/engagement
141,64,milestone,Milestone achieved,"You reached the ""five practice sessions"" milestone.",milestone,,unread,"""2026-06-08T18:00:00.000Z""",,/engagement
142,64,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-06-08T18:00:00.000Z""",,/engagement
143,64,milestone,Milestone achieved,"You reached the ""first exam above 80"" milestone.",milestone,,unread,"""2026-06-08T18:00:00.000Z""",,/engagement
144,64,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-06-08T18:00:00.000Z""",,/engagement
145,65,weak_area_alert,Weak area detected,Your accuracy in Failure Rate is 0%. Consider focused practice.,topic,2765,unread,"""2026-05-31T10:53:29.000Z""",,/weak-areas
146,65,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-06-12T18:00:00.000Z""",,/engagement
147,65,milestone,Milestone achieved,"You reached the ""five practice sessions"" milestone.",milestone,,unread,"""2026-06-12T18:00:00.000Z""",,/engagement
148,65,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-06-12T18:00:00.000Z""",,/engagement
149,65,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-06-12T18:00:00.000Z""",,/engagement
150,66,weak_area_alert,Weak area detected,Your accuracy in Binary Search Trees is 0%. Consider focused practice.,topic,2965,unread,"""2026-05-14T21:11:49.000Z""",,/weak-areas
151,66,weak_area_alert,Weak area detected,Your accuracy in Organelles is 0%. Consider focused practice.,topic,2273,unread,"""2026-05-15T18:20:01.000Z""",,/weak-areas
152,66,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-05-21T18:00:00.000Z""",,/engagement
153,66,milestone,Milestone achieved,"You reached the ""five practice sessions"" milestone.",milestone,,unread,"""2026-05-21T18:00:00.000Z""",,/engagement
154,66,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-05-21T18:00:00.000Z""",,/engagement
155,66,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-05-21T18:00:00.000Z""",,/engagement
156,66,streak_update,Milestone achieved,"You reached the ""seven day streak"" milestone.",milestone,,unread,"""2026-05-21T18:00:00.000Z""",,/engagement
157,67,weak_area_alert,Weak area detected,Your accuracy in Keyways and Couplings is 0%. Consider focused practice.,topic,3077,unread,"""2026-05-12T19:01:12.000Z""",,/weak-areas
158,67,weak_area_alert,Weak area detected,Your accuracy in Linear Independence is 0%. Consider focused practice.,topic,1029,unread,"""2026-06-01T12:02:49.000Z""",,/weak-areas
159,67,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-06-05T18:00:00.000Z""",,/engagement
160,67,milestone,Milestone achieved,"You reached the ""five practice sessions"" milestone.",milestone,,unread,"""2026-06-05T18:00:00.000Z""",,/engagement
161,67,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-06-05T18:00:00.000Z""",,/engagement
162,67,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-06-05T18:00:00.000Z""",,/engagement
163,68,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-06-02T18:00:00.000Z""",,/engagement
164,68,milestone,Milestone achieved,"You reached the ""five practice sessions"" milestone.",milestone,,unread,"""2026-06-02T18:00:00.000Z""",,/engagement
165,68,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-06-02T18:00:00.000Z""",,/engagement
166,68,milestone,Milestone achieved,"You reached the ""first exam above 80"" milestone.",milestone,,unread,"""2026-06-02T18:00:00.000Z""",,/engagement
167,68,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-06-02T18:00:00.000Z""",,/engagement
168,69,weak_area_alert,Weak area detected,Your accuracy in Reinforcement Ratio is 0%. Consider focused practice.,topic,1381,unread,"""2026-06-08T17:42:40.000Z""",,/weak-areas
169,69,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-06-08T18:00:00.000Z""",,/engagement
170,69,milestone,Milestone achieved,"You reached the ""five practice sessions"" milestone.",milestone,,unread,"""2026-06-08T18:00:00.000Z""",,/engagement
171,69,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-06-08T18:00:00.000Z""",,/engagement
172,70,weak_area_alert,Weak area detected,Your accuracy in Requirement Modeling is 0%. Consider focused practice.,topic,2165,unread,"""2026-06-11T08:43:24.000Z""",,/weak-areas
173,70,weak_area_alert,Weak area detected,Your accuracy in Discrete-Time Signals is 0%. Consider focused practice.,topic,577,unread,"""2026-05-17T18:28:10.000Z""",,/weak-areas
174,70,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-06-12T18:00:00.000Z""",,/engagement
175,70,milestone,Milestone achieved,"You reached the ""five practice sessions"" milestone.",milestone,,unread,"""2026-06-12T18:00:00.000Z""",,/engagement
176,70,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-06-12T18:00:00.000Z""",,/engagement
177,70,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-06-12T18:00:00.000Z""",,/engagement
178,70,streak_update,Milestone achieved,"You reached the ""seven day streak"" milestone.",milestone,,unread,"""2026-06-12T18:00:00.000Z""",,/engagement
179,71,weak_area_alert,Weak area detected,Your accuracy in Timers and Counters is 0%. Consider focused practice.,topic,2121,unread,"""2026-05-22T16:43:24.000Z""",,/weak-areas
180,71,weak_area_alert,Weak area detected,Your accuracy in Environment Variables is 0%. Consider focused practice.,topic,1069,unread,"""2026-05-24T17:40:22.000Z""",,/weak-areas
181,71,weak_area_alert,Weak area detected,Your accuracy in Basic Networking Commands is 0%. Consider focused practice.,topic,1069,unread,"""2026-05-24T17:40:22.000Z""",,/weak-areas
182,71,weak_area_alert,Weak area detected,Your accuracy in Distillation is 0%. Consider focused practice.,topic,2341,unread,"""2026-05-26T18:52:42.000Z""",,/weak-areas
183,71,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-06-11T18:00:00.000Z""",,/engagement
184,71,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-06-11T18:00:00.000Z""",,/engagement
185,71,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-06-11T18:00:00.000Z""",,/engagement
186,72,milestone,Milestone achieved,"You reached the ""first practice completed"" milestone.",milestone,,unread,"""2026-06-08T18:00:00.000Z""",,/engagement
187,72,milestone,Milestone achieved,"You reached the ""five practice sessions"" milestone.",milestone,,unread,"""2026-06-08T18:00:00.000Z""",,/engagement
188,72,milestone,Milestone achieved,"You reached the ""first mock exam completed"" milestone.",milestone,,unread,"""2026-06-08T18:00:00.000Z""",,/engagement
189,72,milestone,Milestone achieved,"You reached the ""first exam above 80"" milestone.",milestone,,unread,"""2026-06-08T18:00:00.000Z""",,/engagement
190,72,streak_update,Milestone achieved,"You reached the ""three day streak"" milestone.",milestone,,unread,"""2026-06-08T18:00:00.000Z""",,/engagement
