id,question_id,answer_text,is_correct,display_order
280,70,It has no connection to the course topic,False,3
281,71,A key concept used to understand transport and services,True,0
282,71,An unrelated administrative detail,False,1
283,71,A random value with no course meaning,False,2
284,71,A visual style choice only,False,3
285,72,It supports correct analysis and problem solving,True,0
286,72,It replaces the need to understand the course,False,1
287,72,It is used only for changing the user interface,False,2
288,72,It has no connection to the course topic,False,3
289,73,A key concept used to understand routing protocols,True,0
290,73,An unrelated administrative detail,False,1
291,73,A random value with no course meaning,False,2
292,73,A visual style choice only,False,3
293,74,It supports correct analysis and problem solving,True,0
294,74,It replaces the need to understand the course,False,1
295,74,It is used only for changing the user interface,False,2
296,74,It has no connection to the course topic,False,3
297,75,A key concept used to understand routing protocols,True,0
298,75,An unrelated administrative detail,False,1
299,75,A random value with no course meaning,False,2
300,75,A visual style choice only,False,3
301,76,It supports correct analysis and problem solving,True,0
302,76,It replaces the need to understand the course,False,1
303,76,It is used only for changing the user interface,False,2
304,76,It has no connection to the course topic,False,3
305,77,A key concept used to understand link layer,True,0
306,77,An unrelated administrative detail,False,1
307,77,A random value with no course meaning,False,2
308,77,A visual style choice only,False,3
309,78,It supports correct analysis and problem solving,True,0
310,78,It replaces the need to understand the course,False,1
311,78,It is used only for changing the user interface,False,2
312,78,It has no connection to the course topic,False,3
313,79,A key concept used to understand link layer,True,0
314,79,An unrelated administrative detail,False,1
315,79,A random value with no course meaning,False,2
316,79,A visual style choice only,False,3
317,80,It supports correct analysis and problem solving,True,0
318,80,It replaces the need to understand the course,False,1
319,80,It is used only for changing the user interface,False,2
320,80,It has no connection to the course topic,False,3
321,81,A key concept used to understand processes,True,0
322,81,An unrelated administrative detail,False,1
323,81,A random value with no course meaning,False,2
324,81,A visual style choice only,False,3
325,82,It supports correct analysis and problem solving,True,0
326,82,It replaces the need to understand the course,False,1
327,82,It is used only for changing the user interface,False,2
328,82,It has no connection to the course topic,False,3
329,83,A key concept used to understand processes,True,0
330,83,An unrelated administrative detail,False,1
331,83,A random value with no course meaning,False,2
332,83,A visual style choice only,False,3
333,84,It supports correct analysis and problem solving,True,0
334,84,It replaces the need to understand the course,False,1
335,84,It is used only for changing the user interface,False,2
336,84,It has no connection to the course topic,False,3
337,85,A key concept used to understand memory management,True,0
338,85,An unrelated administrative detail,False,1
339,85,A random value with no course meaning,False,2
340,85,A visual style choice only,False,3
341,86,It supports correct analysis and problem solving,True,0
342,86,It replaces the need to understand the course,False,1
343,86,It is used only for changing the user interface,False,2
344,86,It has no connection to the course topic,False,3
345,87,A key concept used to understand memory management,True,0
346,87,An unrelated administrative detail,False,1
347,87,A random value with no course meaning,False,2
348,87,A visual style choice only,False,3
349,88,It supports correct analysis and problem solving,True,0
350,88,It replaces the need to understand the course,False,1
351,88,It is used only for changing the user interface,False,2
352,88,It has no connection to the course topic,False,3
353,89,A key concept used to understand file systems,True,0
354,89,An unrelated administrative detail,False,1
355,89,A random value with no course meaning,False,2
356,89,A visual style choice only,False,3
357,90,It supports correct analysis and problem solving,True,0
358,90,It replaces the need to understand the course,False,1
359,90,It is used only for changing the user interface,False,2
360,90,It has no connection to the course topic,False,3
361,91,A key concept used to understand file systems,True,0
362,91,An unrelated administrative detail,False,1
363,91,A random value with no course meaning,False,2
364,91,A visual style choice only,False,3
365,92,It supports correct analysis and problem solving,True,0
366,92,It replaces the need to understand the course,False,1
367,92,It is used only for changing the user interface,False,2
368,92,It has no connection to the course topic,False,3
369,93,A key concept used to understand concurrency,True,0
370,93,An unrelated administrative detail,False,1
371,93,A random value with no course meaning,False,2
372,93,A visual style choice only,False,3
373,94,It supports correct analysis and problem solving,True,0
374,94,It replaces the need to understand the course,False,1
375,94,It is used only for changing the user interface,False,2
376,94,It has no connection to the course topic,False,3
377,95,A key concept used to understand concurrency,True,0
378,95,An unrelated administrative detail,False,1
379,95,A random value with no course meaning,False,2
380,95,A visual style choice only,False,3
381,96,It supports correct analysis and problem solving,True,0
382,96,It replaces the need to understand the course,False,1
383,96,It is used only for changing the user interface,False,2
384,96,It has no connection to the course topic,False,3
385,97,A key concept used to understand foundations,True,0
386,97,An unrelated administrative detail,False,1
387,97,A random value with no course meaning,False,2
388,97,A visual style choice only,False,3
389,98,It supports correct analysis and problem solving,True,0
390,98,It replaces the need to understand the course,False,1
391,98,It is used only for changing the user interface,False,2
392,98,It has no connection to the course topic,False,3
393,99,A key concept used to understand foundations,True,0
394,99,An unrelated administrative detail,False,1
395,99,A random value with no course meaning,False,2
396,99,A visual style choice only,False,3
397,100,It supports correct analysis and problem solving,True,0
398,100,It replaces the need to understand the course,False,1
399,100,It is used only for changing the user interface,False,2
400,100,It has no connection to the course topic,False,3
401,101,A key concept used to understand methods,True,0
402,101,An unrelated administrative detail,False,1
403,101,A random value with no course meaning,False,2
404,101,A visual style choice only,False,3
405,102,It supports correct analysis and problem solving,True,0
406,102,It replaces the need to understand the course,False,1
407,102,It is used only for changing the user interface,False,2
408,102,It has no connection to the course topic,False,3
409,103,A key concept used to understand methods,True,0
410,103,An unrelated administrative detail,False,1
411,103,A random value with no course meaning,False,2
412,103,A visual style choice only,False,3
413,104,It supports correct analysis and problem solving,True,0
414,104,It replaces the need to understand the course,False,1
415,104,It is used only for changing the user interface,False,2
416,104,It has no connection to the course topic,False,3
417,105,A key concept used to understand applications,True,0
418,105,An unrelated administrative detail,False,1
419,105,A random value with no course meaning,False,2
420,105,A visual style choice only,False,3
421,106,It supports correct analysis and problem solving,True,0
422,106,It replaces the need to understand the course,False,1
423,106,It is used only for changing the user interface,False,2
424,106,It has no connection to the course topic,False,3
425,107,A key concept used to understand applications,True,0
426,107,An unrelated administrative detail,False,1
427,107,A random value with no course meaning,False,2
428,107,A visual style choice only,False,3
429,108,It supports correct analysis and problem solving,True,0
430,108,It replaces the need to understand the course,False,1
431,108,It is used only for changing the user interface,False,2
432,108,It has no connection to the course topic,False,3
433,109,A key concept used to understand assessment,True,0
434,109,An unrelated administrative detail,False,1
435,109,A random value with no course meaning,False,2
436,109,A visual style choice only,False,3
437,110,It supports correct analysis and problem solving,True,0
438,110,It replaces the need to understand the course,False,1
439,110,It is used only for changing the user interface,False,2
440,110,It has no connection to the course topic,False,3
441,111,A key concept used to understand assessment,True,0
442,111,An unrelated administrative detail,False,1
443,111,A random value with no course meaning,False,2
444,111,A visual style choice only,False,3
445,112,It supports correct analysis and problem solving,True,0
446,112,It replaces the need to understand the course,False,1
447,112,It is used only for changing the user interface,False,2
448,112,It has no connection to the course topic,False,3
449,113,A key concept used to understand foundations,True,0
450,113,An unrelated administrative detail,False,1
451,113,A random value with no course meaning,False,2
452,113,A visual style choice only,False,3
453,114,It supports correct analysis and problem solving,True,0
454,114,It replaces the need to understand the course,False,1
455,114,It is used only for changing the user interface,False,2
456,114,It has no connection to the course topic,False,3
457,115,A key concept used to understand foundations,True,0
458,115,An unrelated administrative detail,False,1
459,115,A random value with no course meaning,False,2
460,115,A visual style choice only,False,3
461,116,It supports correct analysis and problem solving,True,0
462,116,It replaces the need to understand the course,False,1
463,116,It is used only for changing the user interface,False,2
464,116,It has no connection to the course topic,False,3
465,117,A key concept used to understand methods,True,0
466,117,An unrelated administrative detail,False,1
467,117,A random value with no course meaning,False,2
468,117,A visual style choice only,False,3
469,118,It supports correct analysis and problem solving,True,0
470,118,It replaces the need to understand the course,False,1
471,118,It is used only for changing the user interface,False,2
472,118,It has no connection to the course topic,False,3
473,119,A key concept used to understand methods,True,0
474,119,An unrelated administrative detail,False,1
475,119,A random value with no course meaning,False,2
476,119,A visual style choice only,False,3
477,120,It supports correct analysis and problem solving,True,0
478,120,It replaces the need to understand the course,False,1
479,120,It is used only for changing the user interface,False,2
480,120,It has no connection to the course topic,False,3
481,121,A key concept used to understand applications,True,0
482,121,An unrelated administrative detail,False,1
483,121,A random value with no course meaning,False,2
484,121,A visual style choice only,False,3
485,122,It supports correct analysis and problem solving,True,0
486,122,It replaces the need to understand the course,False,1
487,122,It is used only for changing the user interface,False,2
488,122,It has no connection to the course topic,False,3
489,123,A key concept used to understand applications,True,0
490,123,An unrelated administrative detail,False,1
491,123,A random value with no course meaning,False,2
492,123,A visual style choice only,False,3
493,124,It supports correct analysis and problem solving,True,0
494,124,It replaces the need to understand the course,False,1
495,124,It is used only for changing the user interface,False,2
496,124,It has no connection to the course topic,False,3
497,125,A key concept used to understand assessment,True,0
498,125,An unrelated administrative detail,False,1
499,125,A random value with no course meaning,False,2
500,125,A visual style choice only,False,3
501,126,It supports correct analysis and problem solving,True,0
502,126,It replaces the need to understand the course,False,1
503,126,It is used only for changing the user interface,False,2
504,126,It has no connection to the course topic,False,3
505,127,A key concept used to understand assessment,True,0
506,127,An unrelated administrative detail,False,1
507,127,A random value with no course meaning,False,2
508,127,A visual style choice only,False,3
509,128,It supports correct analysis and problem solving,True,0
510,128,It replaces the need to understand the course,False,1
511,128,It is used only for changing the user interface,False,2
512,128,It has no connection to the course topic,False,3
513,129,A key concept used to understand algorithm analysis,True,0
514,129,An unrelated administrative detail,False,1
515,129,A random value with no course meaning,False,2
516,129,A visual style choice only,False,3
517,130,It supports correct analysis and problem solving,True,0
518,130,It replaces the need to understand the course,False,1
519,130,It is used only for changing the user interface,False,2
520,130,It has no connection to the course topic,False,3
521,131,A key concept used to understand algorithm analysis,True,0
522,131,An unrelated administrative detail,False,1
523,131,A random value with no course meaning,False,2
524,131,A visual style choice only,False,3
525,132,It supports correct analysis and problem solving,True,0
526,132,It replaces the need to understand the course,False,1
527,132,It is used only for changing the user interface,False,2
528,132,It has no connection to the course topic,False,3
529,133,A key concept used to understand sorting,True,0
530,133,An unrelated administrative detail,False,1
531,133,A random value with no course meaning,False,2
532,133,A visual style choice only,False,3
533,134,It supports correct analysis and problem solving,True,0
534,134,It replaces the need to understand the course,False,1
535,134,It is used only for changing the user interface,False,2
536,134,It has no connection to the course topic,False,3
537,135,A key concept used to understand sorting,True,0
538,135,An unrelated administrative detail,False,1
539,135,A random value with no course meaning,False,2
540,135,A visual style choice only,False,3
541,136,It supports correct analysis and problem solving,True,0
542,136,It replaces the need to understand the course,False,1
543,136,It is used only for changing the user interface,False,2
544,136,It has no connection to the course topic,False,3
545,137,A key concept used to understand graph algorithms,True,0
546,137,An unrelated administrative detail,False,1
547,137,A random value with no course meaning,False,2
548,137,A visual style choice only,False,3
549,138,It supports correct analysis and problem solving,True,0
550,138,It replaces the need to understand the course,False,1
551,138,It is used only for changing the user interface,False,2
552,138,It has no connection to the course topic,False,3
553,139,A key concept used to understand graph algorithms,True,0
554,139,An unrelated administrative detail,False,1
555,139,A random value with no course meaning,False,2
556,139,A visual style choice only,False,3
557,140,It supports correct analysis and problem solving,True,0
558,140,It replaces the need to understand the course,False,1
559,140,It is used only for changing the user interface,False,2
560,140,It has no connection to the course topic,False,3
561,141,A key concept used to understand dynamic programming,True,0
562,141,An unrelated administrative detail,False,1
563,141,A random value with no course meaning,False,2
564,141,A visual style choice only,False,3
565,142,It supports correct analysis and problem solving,True,0
566,142,It replaces the need to understand the course,False,1
567,142,It is used only for changing the user interface,False,2
568,142,It has no connection to the course topic,False,3
569,143,A key concept used to understand dynamic programming,True,0
570,143,An unrelated administrative detail,False,1
571,143,A random value with no course meaning,False,2
572,143,A visual style choice only,False,3
573,144,It supports correct analysis and problem solving,True,0
574,144,It replaces the need to understand the course,False,1
575,144,It is used only for changing the user interface,False,2
576,144,It has no connection to the course topic,False,3
577,145,A key concept used to understand search,True,0
578,145,An unrelated administrative detail,False,1
579,145,A random value with no course meaning,False,2
580,145,A visual style choice only,False,3
581,146,It supports correct analysis and problem solving,True,0
582,146,It replaces the need to understand the course,False,1
583,146,It is used only for changing the user interface,False,2
584,146,It has no connection to the course topic,False,3
585,147,A key concept used to understand search,True,0
586,147,An unrelated administrative detail,False,1
587,147,A random value with no course meaning,False,2
588,147,A visual style choice only,False,3
589,148,It supports correct analysis and problem solving,True,0
590,148,It replaces the need to understand the course,False,1
591,148,It is used only for changing the user interface,False,2
592,148,It has no connection to the course topic,False,3
593,149,A key concept used to understand knowledge representation,True,0
594,149,An unrelated administrative detail,False,1
595,149,A random value with no course meaning,False,2
596,149,A visual style choice only,False,3
597,150,It supports correct analysis and problem solving,True,0
598,150,It replaces the need to understand the course,False,1
599,150,It is used only for changing the user interface,False,2
600,150,It has no connection to the course topic,False,3
601,151,A key concept used to understand knowledge representation,True,0
602,151,An unrelated administrative detail,False,1
603,151,A random value with no course meaning,False,2
604,151,A visual style choice only,False,3
605,152,It supports correct analysis and problem solving,True,0
606,152,It replaces the need to understand the course,False,1
607,152,It is used only for changing the user interface,False,2
608,152,It has no connection to the course topic,False,3
609,153,A key concept used to understand machine learning,True,0
610,153,An unrelated administrative detail,False,1
611,153,A random value with no course meaning,False,2
612,153,A visual style choice only,False,3
613,154,It supports correct analysis and problem solving,True,0
614,154,It replaces the need to understand the course,False,1
615,154,It is used only for changing the user interface,False,2
616,154,It has no connection to the course topic,False,3
617,155,A key concept used to understand machine learning,True,0
618,155,An unrelated administrative detail,False,1
619,155,A random value with no course meaning,False,2
620,155,A visual style choice only,False,3
621,156,It supports correct analysis and problem solving,True,0
622,156,It replaces the need to understand the course,False,1
623,156,It is used only for changing the user interface,False,2
624,156,It has no connection to the course topic,False,3
625,157,A key concept used to understand responsible ai,True,0
626,157,An unrelated administrative detail,False,1
627,157,A random value with no course meaning,False,2
628,157,A visual style choice only,False,3
629,158,It supports correct analysis and problem solving,True,0
630,158,It replaces the need to understand the course,False,1
631,158,It is used only for changing the user interface,False,2
632,158,It has no connection to the course topic,False,3
633,159,A key concept used to understand responsible ai,True,0
634,159,An unrelated administrative detail,False,1
635,159,A random value with no course meaning,False,2
636,159,A visual style choice only,False,3
637,160,It supports correct analysis and problem solving,True,0
638,160,It replaces the need to understand the course,False,1
639,160,It is used only for changing the user interface,False,2
640,160,It has no connection to the course topic,False,3
641,161,A key concept used to understand security principles,True,0
642,161,An unrelated administrative detail,False,1
643,161,A random value with no course meaning,False,2
644,161,A visual style choice only,False,3
645,162,It supports correct analysis and problem solving,True,0
646,162,It replaces the need to understand the course,False,1
647,162,It is used only for changing the user interface,False,2
648,162,It has no connection to the course topic,False,3
649,163,A key concept used to understand security principles,True,0
650,163,An unrelated administrative detail,False,1
651,163,A random value with no course meaning,False,2
652,163,A visual style choice only,False,3
653,164,It supports correct analysis and problem solving,True,0
654,164,It replaces the need to understand the course,False,1
655,164,It is used only for changing the user interface,False,2
656,164,It has no connection to the course topic,False,3
657,165,A key concept used to understand authentication,True,0
658,165,An unrelated administrative detail,False,1
659,165,A random value with no course meaning,False,2
660,165,A visual style choice only,False,3
661,166,It supports correct analysis and problem solving,True,0
662,166,It replaces the need to understand the course,False,1
663,166,It is used only for changing the user interface,False,2
664,166,It has no connection to the course topic,False,3
665,167,A key concept used to understand authentication,True,0
666,167,An unrelated administrative detail,False,1
667,167,A random value with no course meaning,False,2
668,167,A visual style choice only,False,3
669,168,It supports correct analysis and problem solving,True,0
670,168,It replaces the need to understand the course,False,1
671,168,It is used only for changing the user interface,False,2
672,168,It has no connection to the course topic,False,3
673,169,A key concept used to understand cryptography,True,0
674,169,An unrelated administrative detail,False,1
675,169,A random value with no course meaning,False,2
676,169,A visual style choice only,False,3
677,170,It supports correct analysis and problem solving,True,0
678,170,It replaces the need to understand the course,False,1
679,170,It is used only for changing the user interface,False,2
680,170,It has no connection to the course topic,False,3
681,171,A key concept used to understand cryptography,True,0
682,171,An unrelated administrative detail,False,1
683,171,A random value with no course meaning,False,2
684,171,A visual style choice only,False,3
685,172,It supports correct analysis and problem solving,True,0
686,172,It replaces the need to understand the course,False,1
687,172,It is used only for changing the user interface,False,2
688,172,It has no connection to the course topic,False,3
689,173,A key concept used to understand network security,True,0
690,173,An unrelated administrative detail,False,1
691,173,A random value with no course meaning,False,2
692,173,A visual style choice only,False,3
693,174,It supports correct analysis and problem solving,True,0
694,174,It replaces the need to understand the course,False,1
695,174,It is used only for changing the user interface,False,2
696,174,It has no connection to the course topic,False,3
697,175,A key concept used to understand network security,True,0
698,175,An unrelated administrative detail,False,1
699,175,A random value with no course meaning,False,2
700,175,A visual style choice only,False,3
701,176,It supports correct analysis and problem solving,True,0
702,176,It replaces the need to understand the course,False,1
703,176,It is used only for changing the user interface,False,2
704,176,It has no connection to the course topic,False,3
705,177,A key concept used to understand foundations,True,0
706,177,An unrelated administrative detail,False,1
707,177,A random value with no course meaning,False,2
708,177,A visual style choice only,False,3
709,178,It supports correct analysis and problem solving,True,0
710,178,It replaces the need to understand the course,False,1
711,178,It is used only for changing the user interface,False,2
712,178,It has no connection to the course topic,False,3
713,179,A key concept used to understand foundations,True,0
714,179,An unrelated administrative detail,False,1
715,179,A random value with no course meaning,False,2
716,179,A visual style choice only,False,3
717,180,It supports correct analysis and problem solving,True,0
718,180,It replaces the need to understand the course,False,1
719,180,It is used only for changing the user interface,False,2
720,180,It has no connection to the course topic,False,3
721,181,A key concept used to understand methods,True,0
722,181,An unrelated administrative detail,False,1
723,181,A random value with no course meaning,False,2
